pid,score
19077506,28.255419
9755399,28.092802
8519241,26.626837
22659358,26.237734
11080410,25.96669
20617861,24.774395
15229425,24.616264
10867453,23.569735
1795424,22.912584
14996154,22.46311
22638777,22.373823
8799392,22.252266
20021869,22.069403
8287809,22.054115
8417483,21.858196
22978534,21.858196
15773837,21.627985
24783909,21.36404
25320515,21.212276
22864063,21.212276
20370729,21.122128
16440415,21.102467
1463259,20.96862
12063969,20.913515
12397278,20.487621
10855851,20.465254
17048994,20.292557
10919057,19.581884
8661546,19.517673
21444080,19.089571
7672544,18.828857
7940168,18.628681
12921574,18.609926
17465457,18.569916
12532442,18.471972
19565050,18.417025
18937292,18.412601
7709663,18.406336
15243885,18.33305
9765088,18.184973
2038994,18.183973
2060901,18.183973
22098828,18.000336
25132764,17.968435
17054580,17.8512
9841073,17.82384
19077499,17.793524
23446466,17.793362
9692582,17.684576
15955787,17.601126
11268992,17.440674
22237654,17.431541
1924784,17.403679
8759666,17.370928
16552963,17.345177
7712983,17.312489
8797970,17.174877
10026321,17.004377
7774792,17.004377
10896488,17.000662
9378206,16.932442
1633769,16.816357
8365619,16.816357
21302203,16.48933
8836713,16.405909
20074167,16.377851
9087207,16.349483
21824594,16.336979
12352295,16.223005
10570337,16.212622
8731844,16.178263
23052533,16.149405
19799087,16.112911
2040468,16.087976
16119315,15.99342
15894867,15.980305
9607290,15.839872
7895567,15.82585
11979247,15.743553
15520913,15.688947
8893345,15.575718
11525303,15.510578
16446988,15.487951
18080789,15.442766
11464493,15.383379
12960785,15.383379
11424375,15.34266
2688069,15.34266
19744632,15.340143
24223855,15.339762
25283742,15.26379
18425224,15.191343
14752188,14.951855
20206104,14.775909
10636063,14.683242
22632944,14.654888
23837259,14.601522
19692298,14.531161
19031933,14.504176
8688702,14.409091
2664286,14.354244
7754625,14.320493
12914383,14.314962
10449680,14.21045
8491131,14.181945
19111705,14.123103
12297753,14.095972
3278405,14.083565
10802864,14.0655575
9001545,14.060168
10197647,14.044354
23680707,14.044354
10486372,14.016301
12471541,14.016301
11115926,13.988443
20490559,13.9818535
20171632,13.953039
10832678,13.939365
9765086,13.911424
8491133,13.911424
18096635,13.859952
7582597,13.847695
18154819,13.838218
9765090,13.82177
8454156,13.675832
18840132,13.498156
16733039,13.462321
25320516,13.386316
15239279,13.369322
18004617,13.265295
8875868,13.193207
16817044,13.176498
8903812,13.1177025
1467791,13.099152
23992089,13.028168
11809546,12.955036
23995566,12.848159
16737418,12.834645
23198557,12.8312435
12488184,12.818314
21837458,12.81555
25000218,12.797079
7625216,12.797079
2200904,12.758785
10832666,12.736903
9842541,12.724841
21725509,12.714204
17513817,12.705697
9112924,12.701395
3428238,12.69302
20226456,12.645759
7582581,12.615231
8658218,12.615231
8679421,12.589455
1461517,12.589455
15056091,12.583831
17180286,12.478783
2697711,12.406124
19077733,12.367112
9360870,12.329577
9074915,12.300192
24369919,12.299112
1860438,12.286902
16607858,12.219071
14749619,12.159607
11506087,12.121241
19685034,12.112732
9584569,12.065101
7754626,12.065101
16802008,12.043203
14695759,11.929429
17454885,11.835503
15784023,11.77383
2664209,11.759604
19025312,11.703755
12622429,11.692891
21140689,11.649435
11692932,11.617448
18711673,11.605902
9199903,11.588659
23108774,11.564875
21940574,11.550622
22528672,11.440814
2267648,11.398309
17069595,11.378089
11831609,11.377154
17921945,11.376713
17103278,11.347979
9064575,11.293854
17921942,11.208233
21519368,11.205434
3330147,11.197896
8519242,11.197896
2696138,11.197896
20652857,11.136557
17357856,11.136557
21946028,11.120273
19125791,10.933706
20189507,10.860453
17921961,10.852296
10586017,10.846273
2684563,10.834936
1920896,10.8024435
17048995,10.783752
8658217,10.783368
8365600,10.75264
8865450,10.719868
18708997,10.719732
1559485,10.694043
16429349,10.694043
10433041,10.690556
8246026,10.675265
15812432,10.670343
15657851,10.647571
10891775,10.636792
9932752,10.624509
10696843,10.62446
17111330,10.62446
11778127,10.6202965
9592662,10.6202965
9361583,10.6202965
17252454,10.6202965
15261752,10.6202965
18337043,10.608356
11398200,10.607557
9831834,10.607557
10408157,10.607557
23161297,10.56549
15243886,10.56549
10433044,10.56549
8055243,10.56549
9853223,10.557537
16166979,10.517412
7973591,10.501892
16790035,10.473345
24366418,10.463922
19610138,10.463236
9245882,10.454716
1633770,10.432828
10370633,10.432828
12377808,10.393921
8435794,10.393921
9351036,10.393148
17681735,10.343245
18365909,10.338944
24636963,10.329075
24149848,10.319174
8470637,10.283493
22776721,10.282031
11355084,10.182104
9625118,10.182104
8803568,10.16876
10462656,10.158064
8508381,10.153537
12785208,10.056948
22507517,10.038316
20734082,10.014761
9574184,9.996836
12510455,9.982181
25497562,9.966839
15297943,9.965363
17848957,9.938534
24154498,9.925934
17419284,9.895422
15086218,9.877255
10967752,9.868182
17014036,9.820118
10376454,9.672337
12783253,9.577532
23722535,9.573038
12865288,9.523399
7728350,9.523399
2191594,9.523399
21278579,9.52011
15028314,9.516369
17531648,9.503914
9840517,9.4567585
10777153,9.44742
8465547,9.435945
7672545,9.435945
18599051,9.431328
10840300,9.398658
16996338,9.398658
11398202,9.394003
8528972,9.393994
25526418,9.385756
19085848,9.2980995
12822096,9.294039
18609685,9.279537
19360926,9.270734
1511822,9.258884
14722547,9.250479
16944539,9.238472
17636525,9.238472
1473669,9.22356
24323063,9.217645
15930991,9.209688
19388564,9.191748
15609698,9.183471
12070411,9.179108
15870977,9.169224
25110449,9.169224
8491130,9.153022
11398201,9.1157675
11323606,9.113719
9358093,9.098555
22269290,9.066001
19228527,9.066001
1732981,9.066001
7560826,9.066001
24028888,9.059943
19585066,9.049793
20517819,9.047978
2028957,9.0381155
23279745,9.0381155
23943115,9.0381155
1633775,9.0381155
15472700,9.037491
15146804,9.037491
25083097,9.035198
19728181,9.02819
22098836,9.019041
17185086,9.002279
12269963,8.97738
18655220,8.949032
23290296,8.949032
10363201,8.949032
9932768,8.949032
1871669,8.943253
23001857,8.922514
20676688,8.917987
22735877,8.908915
2685422,8.87612
24483032,8.855141
21812356,8.855141
23769459,8.849732
22370287,8.849732
11335091,8.822784
15520910,8.795709
18317657,8.795709
23855544,8.794235
17926240,8.790647
18926098,8.748917
24246795,8.748917
8995931,8.727087
19340737,8.699595
1308309,8.691756
8929801,8.691756
2687144,8.691756
3070801,8.6802
7712987,8.6802
20721843,8.677497
15297944,8.677497
16265099,8.666256
1854986,8.666256
7713001,8.666256
16422371,8.6549425
10840321,8.60149
16082311,8.592741
9840099,8.592741
15023013,8.592741
19764148,8.585401
22945338,8.528202
18810677,8.378563
9931884,8.365563
11326637,8.34231
19122505,8.334686
17305993,8.334686
10556006,8.334686
15114303,8.309826
14745281,8.294303
10505006,8.277851
15933685,8.20226
17321235,8.20226
17921960,8.1747875
7582580,8.1738615
11115949,8.137147
12297744,8.133282
17032186,8.117993
1991632,8.115677
8365597,8.113698
8535621,8.1081505
23998446,8.1081505
