pid,score
8858321,47.681385
4015023,46.00585
11256798,44.502373
742832,43.62388
10962913,43.258728
11111771,41.247044
21762294,39.29728
1452084,39.157223
16078299,38.668396
10221307,37.4162
7489169,35.78099
8424239,35.629005
9412943,35.563744
17163822,35.488174
7979072,35.266747
17519841,35.185863
19858606,35.181
10207240,34.415413
17216828,34.197235
14971819,34.12883
1834281,33.826614
15776094,33.66797
6309313,33.651688
887776,32.539368
15578292,32.530014
11213455,32.182117
11148992,32.145515
11029095,31.988216
17963302,31.464882
10401138,31.243958
8161153,31.147648
16263021,30.881824
16500400,30.608469
16014217,30.582775
10077048,30.497042
20524486,30.169533
16625577,29.961714
18000708,29.956703
8651393,29.943043
9565128,29.823002
7840393,29.743843
1838940,29.677214
9449869,29.384226
19554369,29.34533
12637802,29.319736
21667258,29.18423
3888476,29.145191
16245655,29.069431
9548038,29.061106
1847951,29.028149
15098635,28.99196
11020848,28.931608
9260704,28.78572
11513174,28.742756
2810159,28.6492
14752631,28.581303
20223077,28.52707
18332604,28.507545
8891680,28.481163
1404979,28.456924
20373082,28.299446
1625123,28.281605
22071641,28.259304
9828727,28.254429
9309887,28.243097
6467098,28.07713
15756920,28.015646
17438882,27.979572
12831489,27.920616
18719863,27.853252
19602822,27.72944
857748,27.712597
21418886,27.70787
11802182,27.5592
22721618,27.530157
10102533,27.466476
9294275,27.438356
15119265,27.38498
12071448,27.378428
10201865,27.329733
2026387,27.279724
16444379,27.242983
10522543,27.226875
11323761,27.191504
8826721,27.18681
8662404,27.17155
18989141,27.10645
6642148,27.015732
9043442,26.964685
8366602,26.949457
1669373,26.938828
1600340,26.938026
9796263,26.919443
11462888,26.915644
9427025,26.904278
6510367,26.886066
20135172,26.802608
10378246,26.742153
3674598,26.741718
20533117,26.692692
8338284,26.664991
18842501,26.657835
15615951,26.639523
7874339,26.616165
20044767,26.593098
7693932,26.577953
8905367,26.517473
10765901,26.483437
14971818,26.451084
10576344,26.432085
11220154,26.390842
11774941,26.375391
17253565,26.298409
2671122,26.291065
10917468,26.281279
8264083,26.278702
4017980,26.186361
22779000,26.029156
8055309,25.962864
11588771,25.95831
7448511,25.957462
17887996,25.915905
11287984,25.891064
17122614,25.884218
15060457,25.881344
12654212,25.864357
2736355,25.836674
8447135,25.836401
4820631,25.832447
2051661,25.807194
22481685,25.796856
15111828,25.753109
22236538,25.752302
15477926,25.716484
21830373,25.712563
20831901,25.687252
11982511,25.664572
15095079,25.66012
8536511,25.648716
7292265,25.59985
12137159,25.586048
11323764,25.5819
453455,25.565708
15605010,25.560022
3830956,25.545206
14580097,25.51255
12100618,25.498236
9313701,25.485584
11323759,25.466341
17190275,25.46623
16858527,25.436607
19505670,25.430483
20844893,25.421366
7827374,25.410885
10915993,25.398588
504652,25.354912
3797655,25.351692
2278909,25.320168
18332999,25.30442
1698018,25.303062
18333067,25.266666
9408273,25.244305
8428264,25.241463
17590569,25.218039
3413658,25.192593
9524657,25.157448
485827,25.15503
18403152,25.144695
7676368,25.132843
6642159,25.075819
17127191,25.074184
17127190,25.055153
10401133,25.044762
857557,24.984203
7583969,24.960758
17063433,24.833252
16635223,24.827843
8525440,24.808273
9602006,24.774866
1864204,24.772886
22341674,24.76735
4051422,24.752602
1918854,24.733383
8434304,24.728565
19692880,24.727856
7284906,24.70071
6648481,24.675024
7676979,24.671478
6698444,24.669792
6698341,24.65588
21198923,24.654684
9927125,24.6539
20590776,24.623
16544067,24.605211
4073360,24.586693
10982585,24.509846
14584772,24.50687
10596317,24.479443
9229169,24.453985
7101117,24.443914
8858232,24.43256
8781918,24.431013
8055313,24.430605
22776221,24.412542
10323165,24.37156
2774367,24.319773
1763564,24.278564
17342562,24.273771
9782014,24.267395
3742130,24.243837
10885552,24.224613
647200,24.204584
19915905,24.181744
3400033,24.181305
7358249,24.145084
7498687,24.093395
7809801,24.078964
6847363,24.0673
2180353,24.0535
957289,24.0528
11596897,24.051327
11775729,24.04252
12638037,24.030155
8374721,24.00647
1992634,24.00211
7668467,23.99469
14969855,23.98647
11972195,23.976967
3310222,23.922798
10650819,23.860195
2365983,23.85448
14986790,23.846996
18554235,23.845974
16539873,23.83881
19375067,23.828512
21472700,23.805445
11178753,23.805248
16967241,23.785686
10773723,23.7724
3134272,23.734621
18286699,23.731674
17943379,23.700665
10467644,23.691349
8297296,23.683819
12831488,23.637836
3054479,23.631174
8373278,23.627197
22389270,23.590569
21459631,23.583115
1546005,23.578909
18401646,23.576832
18070008,23.553328
9194289,23.54398
21935910,23.533596
19093146,23.53331
2058625,23.53331
8055310,23.525562
8453125,23.502314
3900452,23.474781
12485257,23.467442
16235763,23.454792
1578837,23.440285
1511820,23.435606
3901377,23.424576
9667471,23.422085
1388298,23.41375
16544073,23.402937
3300578,23.3988
14571709,23.390993
14616559,23.390888
27785172,23.387436
17726069,23.374739
16769000,23.367712
20177943,23.354195
21410027,23.353283
11932785,23.348255
15512630,23.335684
9484728,23.325188
11443474,23.31401
8686058,23.308455
14682203,23.297905
7710345,23.297834
2113463,23.2943
10063706,23.261187
11981684,23.261173
17905013,23.23248
3777702,23.230972
2494695,23.120476
15205751,23.098524
2688343,23.093939
1643477,23.087578
17484642,23.08749
7880767,23.083488
7221849,23.078915
21459730,23.078201
2011480,23.06628
2407595,23.052807
11984690,23.016096
19263129,22.97516
2753460,22.973225
19275859,22.94319
15270527,22.895859
18769807,22.892982
10921425,22.880457
9296511,22.880457
3337970,22.847187
12534415,22.83815
12763406,22.824333
20590781,22.815182
18134896,22.805216
8269246,22.80315
7698707,22.785599
10213947,22.78516
17894658,22.756157
2341062,22.74945
12428067,22.749062
8695735,22.736221
1673442,22.73299
21400424,22.731567
15625352,22.714293
17288281,22.710354
12457223,22.70795
11189994,22.702518
1202902,22.698036
861475,22.689543
16282958,22.668404
19910887,22.665335
19722262,22.661858
7399963,22.650276
8720008,22.64758
19185687,22.600677
16960679,22.598124
8546585,22.59594
11236272,22.585224
8836715,22.578722
10401136,22.566662
14707395,22.560518
8322123,22.522785
18825682,22.5127
20729621,22.511948
1486215,22.510769
19343441,22.507275
16247276,22.501245
11989842,22.488224
11149523,22.485014
20590778,22.47905
22350244,22.475315
9074375,22.474667
19760370,22.473217
7157795,22.468712
9689508,22.46227
16041208,22.45224
8191268,22.4408
2727880,22.408642
14999543,22.402802
10433025,22.374413
15143612,22.363842
20049439,22.354773
6524855,22.351809
12828058,22.33829
8027400,22.337496
929055,22.31711
22736288,22.289162
7866610,22.28722
10495235,22.283598
22404264,22.281311
2389725,22.265175
6691168,22.264452
4012608,22.26078
10517914,22.224998
10599245,22.22166
16365816,22.20996
12739114,22.204216
936938,22.185507
10022650,22.146908
9849730,22.132458
10741444,22.125841
8758499,22.118774
6702236,22.117744
8979051,22.117168
15094448,22.091604
12958681,22.074268
22497643,22.05389
20107798,22.040129
8367601,22.03759
10390589,22.034962
2604343,22.027733
20099421,22.019321
8867495,22.019135
8342340,22.018545
19822497,22.002495
10503843,22.001595
697297,22.000362
7013246,21.999985
10443806,21.984085
19551331,21.946968
10401068,21.945988
6657535,21.898773
816810,21.893208
10668871,21.880764
19214892,21.873775
10502634,21.863995
15908542,21.855
7665818,21.851501
8217928,21.850594
11065260,21.843035
18303789,21.84247
7101277,21.842339
18208746,21.834871
3427352,21.83361
16021379,21.833015
2068295,21.828125
