topicid,pid,relevent_score
CD010771,14614994,1
CD010771,7824143,1
CD010771,19326698,1
CD010771,19323868,1
CD010771,8208879,1
CD010771,9283925,1
CD010771,18608052,1
CD010771,8677826,1
CD010771,19327203,1
CD010771,1946866,1
CD010771,20178996,1
CD010771,8829727,1
CD010771,18025825,1
CD010771,15559753,1
CD010771,10556865,1
CD010771,12767413,1
CD010771,18289452,1
CD010771,21223627,1
CD010771,10812327,1
CD010771,20064817,1
CD010771,9143435,1
CD010771,16734921,1
CD010771,21071942,1
CD010771,21212674,1
CD010771,9178050,1
CD010771,9812113,1
CD010771,19747425,1
CD010771,11037106,1
CD010771,9305501,1
CD010771,17948923,1
CD010771,12757582,1
CD010771,11560213,1
CD010771,11591838,1
CD010771,19142410,1
CD010771,12548353,1
CD010771,15147592,1
CD010771,20711293,1
CD010771,8660155,1
CD010771,12891638,1
CD010771,16724448,1
CD010771,17120985,1
CD010771,1492780,1
CD010771,12958005,1
CD010771,7662322,1
CD010771,14513165,1
CD010771,1607902,1
CD010771,3167337,1
CD010771,2594878,1
