topicid,pid,relevent_score
CD007394,9279718,1
CD007394,22732810,1
CD007394,21056109,1
CD007394,16769800,1
CD007394,19587431,1
CD007394,16453271,1
CD007394,19838867,1
CD007394,16797366,1
CD007394,19576092,1
CD007394,14999641,1
CD007394,20825441,1
CD007394,8801086,1
CD007394,17394605,1
CD007394,18227109,1
CD007394,11919250,1
CD007394,12402199,1
CD007394,10889818,1
CD007394,17205662,1
CD007394,18845828,1
CD007394,15184460,1
CD007394,21811868,1
CD007394,15668862,1
CD007394,19659648,1
CD007394,17443470,1
CD007394,19005145,1
CD007394,15456366,1
CD007394,15456368,1
CD007394,19139728,1
CD007394,19109479,1
CD007394,17446963,1
CD007394,17287156,1
CD007394,11211181,1
CD007394,19801584,1
CD007394,12734275,1
CD007394,23508427,1
CD007394,22170907,1
CD007394,21108574,1
CD007394,19617902,1
CD007394,20952804,1
CD007394,20367932,1
CD007394,15352990,1
CD007394,16597909,1
CD007394,15686470,1
CD007394,14766869,1
CD007394,17354292,1
CD007394,19180751,1
CD007394,11920178,1
CD007394,17596794,1
CD007394,16395687,1
CD007394,20156215,1
CD007394,22631066,1
CD007394,17326997,1
CD007394,22385270,1
CD007394,23389933,1
CD007394,17885264,1
CD007394,15983733,1
CD007394,17650666,1
CD007394,18331444,1
CD007394,12716367,1
CD007394,22723171,1
CD007394,9636871,1
CD007394,17205865,1
CD007394,20367931,1
CD007394,15084177,1
CD007394,21129281,1
CD007394,8586691,1
CD007394,20936913,1
CD007394,16175901,1
CD007394,15634986,1
CD007394,18703991,1
CD007394,18055488,1
CD007394,19549404,1
CD007394,15243943,1
CD007394,9613784,1
CD007394,22949309,1
CD007394,22505446,1
CD007394,21492228,1
CD007394,15872239,1
CD007394,19573449,1
CD007394,19151743,1
CD007394,20703324,1
CD007394,23614624,1
CD007394,20091935,1
CD007394,19198228,1
CD007394,11180076,1
CD007394,24049291,1
CD007394,15114095,1
CD007394,18390117,1
CD007394,23644098,1
CD007394,12010653,1
CD007394,21429401,1
CD007394,16163633,1
CD007394,15059142,1
CD007394,19238113,1
CD007394,23369047,1
