topicid,pid,relevent_score
CD008691,6375027,1
CD008691,17584197,1
CD008691,9122976,1
CD008691,19494798,1
CD008691,11136168,1
CD008691,20349410,1
CD008691,15985387,1
CD008691,16952302,1
CD008691,19387250,1
CD008691,15848702,1
CD008691,11909572,1
CD008691,16340725,1
CD008691,2353652,1
CD008691,10352196,1
CD008691,16282683,1
CD008691,9648086,1
CD008691,2029013,1
CD008691,10147633,1
CD008691,15458460,1
CD008691,361277,1
CD008691,2300998,1
CD008691,16875924,1
CD008691,16980518,1
CD008691,12913060,1
CD008691,20690090,1
CD008691,6351648,1
CD008691,2014921,1
CD008691,1626568,1
CD008691,16413522,1
CD008691,15761631,1
CD008691,17681725,1
CD008691,12860215,1
CD008691,15110601,1
CD008691,11683822,1
CD008691,18589097,1
CD008691,9575401,1
CD008691,2226509,1
CD008691,17845634,1
CD008691,16030034,1
CD008691,17389785,1
CD008691,17990798,1
CD008691,1959245,1
CD008691,15462104,1
CD008691,11052267,1
CD008691,3532789,1
CD008691,8023826,1
CD008691,8546087,1
CD008691,11111956,1
CD008691,16640517,1
CD008691,8572857,1
CD008691,12617333,1
CD008691,7900665,1
CD008691,17102544,1
CD008691,20381999,1
CD008691,9100051,1
CD008691,14636911,1
CD008691,9135610,1
CD008691,19026294,1
CD008691,2667345,1
CD008691,360837,1
CD008691,2816731,1
CD008691,19563485,1
CD008691,14750097,1
CD008691,18510627,1
CD008691,17505133,1
CD008691,2315467,1
CD008691,16080976,1
CD008691,17550928,1
CD008691,8932262,1
CD008691,11936426,1
CD008691,12324908,1
CD008691,15253738,1
CD008691,15743997,1
