topicid,pid,relevent_score
CD011548,3300588,1
CD011548,9951858,1
CD011548,7448511,1
CD011548,453455,1
CD011548,15929180,1
CD011548,7944040,1
CD011548,15578292,1
CD011548,16044129,1
CD011548,9576442,1
CD011548,20423762,1
CD011548,8546585,1
CD011548,1968124,1
CD011548,22385892,1
CD011548,12779073,1
CD011548,9230620,1
CD011548,1452084,1
CD011548,3317783,1
CD011548,17887996,1
CD011548,596532,1
CD011548,8858321,1
CD011548,2876528,1
CD011548,19266258,1
CD011548,3089385,1
CD011548,16334752,1
CD011548,20972954,1
CD011548,2518566,1
CD011548,17934539,1
CD011548,3530104,1
CD011548,9845607,1
CD011548,11462888,1
CD011548,7517657,1
CD011548,644355,1
CD011548,742832,1
CD011548,7979072,1
CD011548,7416958,1
CD011548,9484728,1
CD011548,9655277,1
CD011548,8677988,1
CD011548,2183754,1
CD011548,11148990,1
CD011548,2373628,1
CD011548,3896723,1
CD011548,3514357,1
CD011548,8203985,1
CD011548,11291704,1
CD011548,18942626,1
CD011548,1290085,1
CD011548,2122943,1
CD011548,2680744,1
CD011548,8086249,1
CD011548,8095802,1
CD011548,8322123,1
CD011548,16785198,1
CD011548,7557180,1
CD011548,2948800,1
CD011548,16167714,1
CD011548,3313683,1
CD011548,8677945,1
CD011548,17963302,1
CD011548,7738889,1
CD011548,22385891,1
CD011548,17712394,1
CD011548,3954487,1
CD011548,759175,1
CD011548,7489169,1
CD011548,21304385,1
CD011548,9165321,1
CD011548,2701621,1
CD011548,7080518,1
CD011548,10741444,1
CD011548,10430683,1
CD011548,6623372,1
CD011548,7841395,1
CD011548,9412943,1
CD011548,10711471,1
CD011548,9040999,1
CD011548,8060040,1
CD011548,2688343,1
CD011548,16078299,1
CD011548,14111052,1
CD011548,1550923,1
CD011548,22774544,1
CD011548,2519800,1
CD011548,12436231,1
CD011548,18522887,1
CD011548,15526372,1
CD011548,7809801,1
CD011548,18000708,1
CD011548,6849097,1
CD011548,7997617,1
CD011548,6698341,1
CD011548,6390728,1
CD011548,3529379,1
CD011548,15842578,1
CD011548,17438882,1
CD011548,7919126,1
CD011548,21762294,1
CD011548,10650107,1
CD011548,14571705,1
CD011548,3310222,1
CD011548,11148992,1
CD011548,9360868,1
CD011548,19210291,1
CD011548,2698160,1
CD011548,7134598,1
CD011548,5924361,1
CD011548,3903684,1
CD011548,1626115,1
CD011548,10599245,1
CD011548,7613254,1
CD011548,6391062,1
CD011548,19094622,1
CD011548,6175028,1
