topicid,pid,relevent_score
CD010409,15882175,1
CD010409,19922838,1
CD010409,19824870,1
CD010409,20579801,1
CD010409,18383894,1
CD010409,18582920,1
CD010409,9698476,1
CD010409,18255128,1
CD010409,19192665,1
CD010409,22503824,1
CD010409,11016730,1
CD010409,16246399,1
CD010409,19573313,1
CD010409,12893229,1
CD010409,15034504,1
CD010409,16216321,1
CD010409,23201592,1
CD010409,12192565,1
CD010409,21598232,1
CD010409,9299256,1
CD010409,18081794,1
CD010409,22753905,1
CD010409,17464593,1
CD010409,20107788,1
CD010409,16406504,1
CD010409,10831370,1
CD010409,10523690,1
CD010409,15932812,1
CD010409,8041523,1
CD010409,18193222,1
CD010409,21430459,1
CD010409,16931097,1
CD010409,14674132,1
CD010409,10646880,1
CD010409,11702099,1
CD010409,21056907,1
CD010409,17033849,1
CD010409,14515864,1
CD010409,22611953,1
CD010409,10620439,1
CD010409,10920128,1
CD010409,10920125,1
CD010409,16437399,1
CD010409,22262953,1
CD010409,11725728,1
CD010409,14599869,1
CD010409,19922986,1
CD010409,11304789,1
CD010409,10440693,1
CD010409,21465249,1
CD010409,17626265,1
CD010409,11905414,1
CD010409,20833535,1
CD010409,10071668,1
CD010409,16956041,1
CD010409,12504623,1
CD010409,15924522,1
CD010409,15790451,1
CD010409,11606084,1
CD010409,7590476,1
CD010409,12798714,1
CD010409,9708512,1
CD010409,17006693,1
CD010409,20537946,1
CD010409,18215758,1
CD010409,18281661,1
CD010409,11467708,1
CD010409,11855886,1
CD010409,20099490,1
CD010409,21782373,1
CD010409,21997173,1
CD010409,16828149,1
CD010409,12583366,1
CD010409,17291246,1
CD010409,18804850,1
CD010409,1526513,1
