topicid,pid,relevent_score
CD009944,1633772,1
CD009944,21824594,1
CD009944,15520913,1
CD009944,12471541,1
CD009944,20074167,1
CD009944,14752188,1
CD009944,21029703,1
CD009944,10408157,1
CD009944,19585066,1
CD009944,22720122,1
CD009944,16996338,1
CD009944,15229425,1
CD009944,12352295,1
CD009944,20734082,1
CD009944,10026321,1
CD009944,1924784,1
CD009944,1511822,1
CD009944,11503175,1
CD009944,8467967,1
CD009944,10193939,1
CD009944,9755399,1
CD009944,11080410,1
CD009944,11041028,1
CD009944,10445558,1
CD009944,16440415,1
CD009944,1633773,1
CD009944,10502181,1
CD009944,14752658,1
CD009944,22166314,1
CD009944,20848570,1
CD009944,21278579,1
CD009944,11948291,1
CD009944,1860438,1
CD009944,15773837,1
CD009944,22744445,1
CD009944,16121346,1
CD009944,9245882,1
CD009944,9245881,1
CD009944,10486372,1
CD009944,7712983,1
CD009944,18937292,1
CD009944,21940574,1
CD009944,2678255,1
CD009944,18404697,1
CD009944,15254045,1
CD009944,7541926,1
CD009944,10556006,1
CD009944,21519368,1
CD009944,18080789,1
CD009944,1732981,1
CD009944,8799392,1
CD009944,8519241,1
CD009944,8504959,1
CD009944,17054580,1
CD009944,23015224,1
CD009944,3537361,1
CD009944,18337043,1
CD009944,18774355,1
CD009944,17069595,1
CD009944,16817044,1
CD009944,7940168,1
CD009944,2040468,1
CD009944,17357856,1
CD009944,17903735,1
CD009944,1871669,1
CD009944,17465457,1
CD009944,20370729,1
CD009944,19228527,1
CD009944,11809546,1
CD009944,11950802,1
CD009944,14630513,1
CD009944,17180286,1
CD009944,9378206,1
CD009944,9831834,1
CD009944,8365619,1
CD009944,17636525,1
CD009944,10855851,1
CD009944,22076211,1
CD009944,2687144,1
CD009944,2034002,1
CD009944,2688069,1
CD009944,15114303,1
CD009944,8417483,1
CD009944,12647078,1
CD009944,17963876,1
CD009944,18251793,1
CD009944,19077733,1
CD009944,2070101,1
CD009944,9786108,1
CD009944,21725509,1
CD009944,12532442,1
CD009944,8939844,1
CD009944,10919057,1
CD009944,17048994,1
CD009944,20652857,1
CD009944,15688103,1
CD009944,7851554,1
CD009944,15243885,1
CD009944,8875868,1
CD009944,12592099,1
CD009944,8826718,1
CD009944,9584569,1
CD009944,15089893,1
CD009944,21424074,1
CD009944,20617861,1
CD009944,8491133,1
CD009944,16896560,1
CD009944,16446988,1
CD009944,8688702,1
CD009944,1463259,1
CD009944,22528672,1
CD009944,10861417,1
CD009944,19031933,1
CD009944,2696138,1
CD009944,17662776,1
CD009944,9765088,1
CD009944,3070801,1
