topicid,pid,relevent_score
CD011975,17554803,1
CD011975,10932977,1
CD011975,10719325,1
CD011975,14746340,1
CD011975,1694288,1
CD011975,10370769,1
CD011975,9793970,1
CD011975,12124691,1
CD011975,7514291,1
CD011975,18461550,1
CD011975,10730073,1
CD011975,14723746,1
CD011975,18382966,1
CD011975,2447932,1
CD011975,10698877,1
CD011975,9602476,1
CD011975,18417980,1
CD011975,21074138,1
CD011975,16088864,1
CD011975,21460145,1
CD011975,19006100,1
CD011975,10493028,1
CD011975,16239650,1
CD011975,19285649,1
CD011975,12948096,1
CD011975,7533285,1
CD011975,19039823,1
CD011975,18666090,1
CD011975,10740204,1
CD011975,7685092,1
CD011975,9799767,1
CD011975,17689634,1
CD011975,8821849,1
CD011975,19085755,1
CD011975,8823604,1
CD011975,20809318,1
CD011975,15262353,1
CD011975,10505009,1
CD011975,16723105,1
CD011975,11746159,1
CD011975,7514290,1
CD011975,1710952,1
CD011975,17583232,1
CD011975,12468159,1
CD011975,12210572,1
CD011975,16601476,1
CD011975,16526003,1
CD011975,9987687,1
CD011975,17329537,1
CD011975,2151180,1
CD011975,16018135,1
CD011975,18318000,1
CD011975,11506458,1
CD011975,7479592,1
CD011975,20511450,1
CD011975,16394033,1
CD011975,9746387,1
CD011975,18098348,1
CD011975,18690004,1
CD011975,9369838,1
CD011975,2151560,1
CD011975,19844941,1
CD011975,12491624,1
CD011975,19133038,1
CD011975,18337744,1
CD011975,7955459,1
CD011975,9467810,1
CD011975,11373844,1
CD011975,9706649,1
CD011975,18800579,1
CD011975,17154235,1
CD011975,9236646,1
CD011975,6201071,1
CD011975,10406664,1
CD011975,8783867,1
CD011975,12798540,1
CD011975,2531546,1
CD011975,19424993,1
CD011975,8415420,1
CD011975,20621985,1
CD011975,7678369,1
CD011975,19031473,1
CD011975,18254132,1
CD011975,1287642,1
CD011975,11209176,1
CD011975,8155202,1
CD011975,8420319,1
CD011975,1694994,1
CD011975,8177831,1
CD011975,1379344,1
CD011975,7971765,1
CD011975,9688417,1
CD011975,14698332,1
CD011975,20093902,1
CD011975,16104674,1
CD011975,1829379,1
CD011975,16104673,1
CD011975,7850598,1
CD011975,11165209,1
CD011975,9061761,1
CD011975,11477806,1
CD011975,7677967,1
CD011975,19888042,1
CD011975,19526452,1
CD011975,12424764,1
CD011975,9918086,1
CD011975,8796802,1
CD011975,2971018,1
CD011975,9052584,1
CD011975,7485301,1
CD011975,7485339,1
CD011975,1375379,1
CD011975,7544068,1
CD011975,10360516,1
CD011975,10360515,1
CD011975,20721879,1
CD011975,9166801,1
CD011975,15791658,1
CD011975,12575025,1
CD011975,15458882,1
CD011975,20088400,1
CD011975,15340255,1
CD011975,19811590,1
CD011975,7544898,1
CD011975,12575027,1
CD011975,18677711,1
CD011975,7647060,1
CD011975,12521697,1
CD011975,16363364,1
CD011975,15816008,1
CD011975,16634118,1
CD011975,2475017,1
CD011975,2475015,1
CD011975,18768535,1
CD011975,9450880,1
CD011975,11130099,1
CD011975,18971619,1
CD011975,16231324,1
CD011975,15191443,1
CD011975,15512289,1
CD011975,9516012,1
CD011975,9031840,1
CD011975,2437951,1
CD011975,8905893,1
CD011975,16892462,1
CD011975,14561260,1
CD011975,10327142,1
CD011975,8751737,1
CD011975,15976112,1
CD011975,21480302,1
CD011975,12868090,1
CD011975,12868091,1
CD011975,8894623,1
CD011975,18642566,1
CD011975,19318154,1
CD011975,17465398,1
CD011975,20876898,1
CD011975,16821246,1
CD011975,19886304,1
CD011975,19006200,1
CD011975,21793280,1
CD011975,9639764,1
CD011975,14698823,1
CD011975,8953641,1
CD011975,15343592,1
CD011975,10426620,1
CD011975,20335129,1
CD011975,9988824,1
CD011975,11425838,1
CD011975,15905286,1
CD011975,12803832,1
CD011975,12711876,1
CD011975,20440734,1
CD011975,15912479,1
CD011975,7521964,1
CD011975,8466163,1
CD011975,19694365,1
CD011975,1503647,1
CD011975,7552826,1
CD011975,2439909,1
CD011975,9826903,1
CD011975,11967511,1
CD011975,9556039,1
CD011975,10085510,1
CD011975,15736183,1
CD011975,2436735,1
CD011975,8878280,1
CD011975,17333228,1
CD011975,16388325,1
CD011975,16949423,1
CD011975,19362411,1
CD011975,18544579,1
CD011975,10521813,1
CD011975,11730770,1
CD011975,9618713,1
CD011975,20063262,1
CD011975,2412442,1
CD011975,10589070,1
CD011975,16569298,1
CD011975,10916570,1
CD011975,17867331,1
CD011975,9578511,1
CD011975,8575349,1
CD011975,12635737,1
CD011975,2476703,1
CD011975,7538782,1
CD011975,7540431,1
CD011975,12378579,1
CD011975,12378572,1
CD011975,12378577,1
CD011975,12378574,1
CD011975,20013872,1
CD011975,10908764,1
CD011975,15042005,1
CD011975,11038455,1
CD011975,11038452,1
CD011975,20509149,1
CD011975,11810642,1
CD011975,8796771,1
CD011975,8843997,1
CD011975,2470844,1
CD011975,11436120,1
CD011975,8938062,1
CD011975,11432115,1
CD011975,2467563,1
CD011975,1721713,1
CD011975,18306921,1
CD011975,1716981,1
CD011975,21224326,1
CD011975,9197882,1
CD011975,19277983,1
CD011975,17826434,1
CD011975,7544611,1
CD011975,18405480,1
CD011975,18761859,1
CD011975,15572481,1
CD011975,12642052,1
CD011975,11893436,1
CD011975,14558029,1
CD011975,11762654,1
CD011975,10962045,1
CD011975,2968116,1
CD011975,16163740,1
CD011975,19180631,1
CD011975,10204206,1
CD011975,8861045,1
CD011975,18432600,1
CD011975,10441601,1
CD011975,15906426,1
CD011975,11438945,1
CD011975,15057952,1
CD011975,18067809,1
CD011975,2460174,1
CD011975,12615827,1
CD011975,7485343,1
CD011975,14981387,1
CD011975,11360284,1
CD011975,1689225,1
CD011975,7684253,1
CD011975,19416569,1
CD011975,14620889,1
CD011975,2467833,1
CD011975,12169818,1
CD011975,11494292,1
CD011975,11494290,1
CD011975,17342495,1
CD011975,7508624,1
CD011975,19810614,1
CD011975,21233717,1
CD011975,8284287,1
CD011975,17584747,1
CD011975,15295343,1
CD011975,9442163,1
CD011975,9572446,1
CD011975,9218949,1
CD011975,17518423,1
CD011975,16149258,1
CD011975,9476320,1
CD011975,7693095,1
CD011975,12913867,1
CD011975,11702835,1
CD011975,7528054,1
CD011975,9409857,1
CD011975,15229849,1
CD011975,9793980,1
CD011975,18317998,1
CD011975,9207822,1
CD011975,9086517,1
CD011975,10694680,1
CD011975,9746377,1
CD011975,19541861,1
CD011975,1710067,1
CD011975,15802030,1
CD011975,10416963,1
CD011975,10416962,1
CD011975,10416965,1
CD011975,10416964,1
CD011975,7524245,1
CD011975,11432311,1
CD011975,8750292,1
CD011975,8750293,1
CD011975,15164407,1
CD011975,1713290,1
CD011975,17590888,1
CD011975,17590886,1
CD011975,1372820,1
CD011975,7537878,1
CD011975,7537879,1
CD011975,16049986,1
CD011975,16049988,1
CD011975,7677679,1
CD011975,12564838,1
CD011975,15448323,1
CD011975,8968237,1
CD011975,9255088,1
CD011975,7526305,1
CD011975,7694460,1
CD011975,7530490,1
CD011975,11536266,1
CD011975,11278220,1
CD011975,17309546,1
CD011975,8719150,1
