topicid,pid,relevent_score
CD010632,11277595,1
CD010632,19660834,1
CD010632,18315978,1
CD010632,8526242,1
CD010632,21764801,1
CD010632,22441582,1
CD010632,19040787,1
CD010632,19662411,1
CD010632,12707450,1
CD010632,16204712,1
CD010632,19939228,1
CD010632,20632026,1
CD010632,22365486,1
CD010632,21670386,1
CD010632,17724289,1
CD010632,23109153,1
CD010632,22297644,1
CD010632,10094234,1
CD010632,16286547,1
CD010632,20592257,1
CD010632,22236449,1
CD010632,22535791,1
CD010632,12764551,1
CD010632,22972646,1
CD010632,17531450,1
CD010632,17524628,1
CD010632,18936426,1
CD010632,22457741,1
CD010632,15623696,1
CD010632,20075088,1
CD010632,20016455,1
CD010632,18648805,1
