topicid,pid,relevent_score
CD010438,21330940,1
CD010438,21899867,1
CD010438,21412912,1
CD010438,20466110,1
CD010438,21467918,1
CD010438,20551273,1
CD010438,22863406,1
CD010438,19524872,1
CD010438,23260867,1
CD010438,21112053,1
CD010438,22846941,1
CD010438,18376164,1
CD010438,21939390,1
CD010438,21918164,1
CD010438,23176206,1
CD010438,19937983,1
CD010438,18376174,1
CD010438,603216,1
CD010438,21765358,1
CD010438,23354228,1
CD010438,22547997,1
CD010438,22078266,1
CD010438,23192059,1
CD010438,21790635,1
CD010438,5522910,1
CD010438,22519961,1
CD010438,22743373,1
CD010438,17109736,1
CD010438,20573070,1
CD010438,22487164,1
CD010438,23351534,1
CD010438,19895953,1
CD010438,23301972,1
CD010438,19359945,1
CD010438,15761339,1
CD010438,22695409,1
CD010438,21655681,1
CD010438,19667878,1
CD010438,21893014,1
