topicid,pid,relevent_score
CD009591,23233390,1
CD009591,20380608,1
CD009591,21149318,1
CD009591,20069680,1
CD009591,23444747,1
CD009591,8752248,1
CD009591,8224260,1
CD009591,9756308,1
CD009591,9491875,1
CD009591,20171820,1
CD009591,24287396,1
CD009591,10917184,1
CD009591,19142523,1
CD009591,23716513,1
CD009591,19221097,1
CD009591,18941070,1
CD009591,19457826,1
CD009591,20498532,1
CD009591,20503231,1
CD009591,2717739,1
CD009591,8855093,1
CD009591,21159047,1
CD009591,7730461,1
CD009591,7926144,1
CD009591,8421756,1
CD009591,25715375,1
CD009591,24428703,1
CD009591,9688414,1
CD009591,10221244,1
CD009591,15705388,1
CD009591,15104831,1
CD009591,17992706,1
CD009591,12738499,1
CD009591,21433168,1
CD009591,21351180,1
CD009591,19685552,1
CD009591,24777849,1
CD009591,21968488,1
CD009591,19081567,1
CD009591,11251923,1
CD009591,9050474,1
CD009591,2717740,1
CD009591,23169738,1
CD009591,8327693,1
CD009591,19584256,1
CD009591,19095669,1
CD009591,24449735,1
CD009591,16791463,1
CD009591,23482338,1
CD009591,15652900,1
CD009591,15824947,1
CD009591,19019357,1
CD009591,18664469,1
CD009591,24026621,1
CD009591,18310049,1
CD009591,19568808,1
CD009591,19361320,1
CD009591,24165087,1
CD009591,24664128,1
CD009591,22835943,1
CD009591,11026582,1
CD009591,18023444,1
CD009591,21497034,1
CD009591,8921082,1
CD009591,18382872,1
CD009591,19924468,1
CD009591,21336537,1
CD009591,24012208,1
CD009591,24862965,1
CD009591,24794315,1
CD009591,19368917,1
CD009591,8566251,1
CD009591,8430177,1
CD009591,7699286,1
CD009591,22832144,1
CD009591,14628887,1
CD009591,9262273,1
CD009591,2930866,1
CD009591,15287056,1
CD009591,15287057,1
CD009591,7633100,1
CD009591,9201878,1
CD009591,15192068,1
CD009591,21285451,1
CD009591,17420957,1
CD009591,22693170,1
CD009591,3319386,1
CD009591,18001730,1
CD009591,15205479,1
CD009591,12749448,1
CD009591,15346261,1
CD009591,25322536,1
CD009591,21813257,1
CD009591,16583293,1
CD009591,19263064,1
CD009591,21822742,1
CD009591,11704113,1
CD009591,21216125,1
CD009591,8019364,1
CD009591,17303630,1
CD009591,20364253,1
CD009591,11526774,1
CD009591,19190961,1
CD009591,16487194,1
CD009591,7867272,1
CD009591,16563167,1
CD009591,8005309,1
CD009591,18462722,1
CD009591,16427951,1
CD009591,7736636,1
CD009591,20356583,1
CD009591,6978008,1
CD009591,24828001,1
CD009591,23123282,1
CD009591,19106831,1
CD009591,12871883,1
CD009591,10207476,1
CD009591,23754206,1
CD009591,20882634,1
CD009591,17947378,1
CD009591,19467541,1
CD009591,22043830,1
CD009591,20023291,1
CD009591,18356454,1
CD009591,18439504,1
CD009591,8010198,1
CD009591,24045261,1
CD009591,19161189,1
CD009591,21948683,1
CD009591,18235982,1
CD009591,25287563,1
CD009591,8576670,1
CD009591,9152194,1
CD009591,22744354,1
CD009591,25007869,1
CD009591,17548084,1
CD009591,10863898,1
CD009591,21493029,1
CD009591,9557832,1
CD009591,19202143,1
CD009591,11173733,1
CD009591,9091335,1
CD009591,21656868,1
CD009591,16937103,1
