topicid,pid,relevent_score
CD009593,23034211,1
CD009593,21958145,1
CD009593,22664508,1
CD009593,22555166,1
CD009593,20720033,1
CD009593,22241741,1
CD009593,21504402,1
CD009593,22981162,1
CD009593,21943862,1
CD009593,21270230,1
CD009593,21836139,1
CD009593,22216117,1
CD009593,23407225,1
CD009593,21419061,1
CD009593,22970271,1
CD009593,21814495,1
CD009593,23047207,1
CD009593,21821179,1
CD009593,21821177,1
CD009593,23188101,1
CD009593,20504986,1
CD009593,21341158,1
CD009593,21990187,1
CD009593,22806590,1
CD009593,22815718,1
CD009593,21682978,1
CD009593,22629395,1
CD009593,22474220,1
CD009593,347584,1
CD009593,21814497,1
CD009593,21814496,1
CD009593,22668906,1
CD009593,21493734,1
CD009593,22139854,1
CD009593,22863872,1
CD009593,21821176,1
CD009593,22855746,1
CD009593,21226593,1
CD009593,22531759,1
CD009593,21507477,1
CD009593,22075479,1
CD009593,21913741,1
CD009593,21653771,1
CD009593,21653775,1
CD009593,21191053,1
CD009593,21411592,1
CD009593,22318975,1
CD009593,21849695,1
CD009593,23762367,1
CD009593,20964612,1
CD009593,22137551,1
CD009593,22972826,1
CD009593,21396219,1
CD009593,23044453,1
CD009593,21943860,1
CD009593,22905254,1
CD009593,23139799,1
CD009593,22752518,1
CD009593,21169626,1
CD009593,21818180,1
CD009593,22964006,1
CD009593,21880965,1
CD009593,21289151,1
CD009593,21998430,1
CD009593,20825313,1
CD009593,19864480,1
CD009593,21677069,1
CD009593,22507936,1
CD009593,22819240,1
CD009593,23343418,1
CD009593,23276773,1
CD009593,22553234,1
CD009593,21865419,1
CD009593,21593262,1
CD009593,21188551,1
CD009593,22162564,1
CD009593,22568711,1
CD009593,21738575,1
