topicid,pid,relevent_score
CD007394,18195059,0
CD007394,16899843,0
CD007394,1682800,0
CD007394,6766286,0
CD007394,10780890,0
CD007394,20445761,0
CD007394,17278073,0
CD007394,17596809,0
CD007394,15762786,0
CD007394,8744115,0
CD007394,17075330,0
CD007394,9325167,0
CD007394,12017526,0
CD007394,2613343,0
CD007394,15943562,0
CD007394,18752432,0
CD007394,22366166,0
CD007394,8114802,0
CD007394,9276391,0
CD007394,19337880,0
CD007394,17472556,0
CD007394,7508461,0
CD007394,22608703,0
CD007394,6183785,0
CD007394,22869563,0
CD007394,2188321,0
CD007394,18319050,0
CD007394,11888960,0
CD007394,23100916,0
CD007394,15626220,0
CD007394,20827189,0
CD007394,24312781,0
CD007394,23700559,0
CD007394,20608783,0
CD007394,20608781,0
CD007394,21708265,0
CD007394,9279718,1
CD007394,1994786,0
CD007394,9193861,0
CD007394,23948964,0
CD007394,8306981,0
CD007394,11055651,0
CD007394,9801343,0
CD007394,6296961,0
CD007394,11204148,0
CD007394,9463945,0
CD007394,15166279,0
CD007394,11204140,0
CD007394,14987199,0
CD007394,21042306,0
CD007394,12220241,0
CD007394,15818187,0
CD007394,21527474,0
CD007394,16179015,0
CD007394,3117779,0
CD007394,18269845,0
CD007394,17151856,0
CD007394,11231056,0
CD007394,22240402,0
CD007394,9228393,0
CD007394,21063994,0
CD007394,19836185,0
CD007394,20432074,0
CD007394,23884844,0
CD007394,22732810,1
CD007394,17596367,0
CD007394,2230542,0
CD007394,10542073,0
CD007394,9055416,0
CD007394,17596363,0
CD007394,23391935,0
CD007394,17494639,0
CD007394,11641548,0
CD007394,8341095,0
CD007394,17976121,0
CD007394,17662550,0
CD007394,12792859,0
CD007394,1375195,0
CD007394,8468494,0
CD007394,16825367,0
CD007394,17999882,0
CD007394,20370368,0
CD007394,23946173,0
CD007394,22040530,0
CD007394,8968919,0
CD007394,11856319,0
CD007394,8277389,0
CD007394,8038618,0
CD007394,1563634,0
CD007394,7769291,0
CD007394,21899968,0
CD007394,20974273,0
CD007394,8209207,0
CD007394,24291176,0
CD007394,11388451,0
CD007394,7387020,0
CD007394,19210691,0
CD007394,23557364,0
CD007394,3151663,0
CD007394,15212821,0
CD007394,12635573,0
CD007394,22994572,0
CD007394,8351356,0
CD007394,15115908,0
CD007394,11704746,0
CD007394,15105886,0
CD007394,11704742,0
CD007394,8194071,0
CD007394,17395727,0
CD007394,3121779,0
CD007394,639694,0
CD007394,1402105,0
CD007394,414857,0
CD007394,9542914,0
CD007394,21102391,0
CD007394,8531017,0
CD007394,8531015,0
CD007394,19253145,0
CD007394,6993041,0
CD007394,18627580,0
CD007394,10231324,0
CD007394,19253143,0
CD007394,22487375,0
CD007394,9095230,0
CD007394,102184,0
CD007394,3545659,0
CD007394,7788514,0
CD007394,11964778,0
CD007394,17127630,0
CD007394,9027650,0
CD007394,18362473,0
CD007394,11601711,0
CD007394,8214995,0
CD007394,23360173,0
CD007394,7333002,0
CD007394,10423047,0
CD007394,9720206,0
CD007394,1809694,0
CD007394,3899058,0
CD007394,21971701,0
CD007394,11710199,0
CD007394,2229387,0
CD007394,18832929,0
CD007394,9916459,0
CD007394,9090064,0
CD007394,6392888,0
CD007394,21056109,1
CD007394,3042837,0
CD007394,16424881,0
CD007394,18778118,0
CD007394,19906275,0
CD007394,19840949,0
CD007394,22188592,0
CD007394,12657442,0
CD007394,16940946,0
CD007394,8537546,0
CD007394,23778597,0
CD007394,1749392,0
CD007394,16543550,0
CD007394,12297232,0
CD007394,23114153,0
CD007394,23463213,0
CD007394,21867993,0
CD007394,23485213,0
CD007394,16769800,1
CD007394,19154482,0
CD007394,19117035,0
CD007394,16581995,0
CD007394,19587431,1
CD007394,17400661,0
CD007394,16913971,0
CD007394,9406054,0
CD007394,19299700,0
CD007394,2643370,0
CD007394,22012015,0
CD007394,3541723,0
CD007394,1890268,0
CD007394,2692798,0
CD007394,7008641,0
CD007394,14750074,0
CD007394,7888788,0
CD007394,12406770,0
CD007394,11801576,0
CD007394,11798263,0
CD007394,18709731,0
CD007394,23863643,0
CD007394,6411795,0
CD007394,16453271,1
CD007394,19838867,1
CD007394,19906892,0
CD007394,15762794,0
CD007394,23100915,0
CD007394,12100029,0
CD007394,21670524,0
CD007394,9768220,0
CD007394,12386167,0
CD007394,21191054,0
CD007394,22169093,0
CD007394,20736083,0
CD007394,7666302,0
CD007394,469266,0
CD007394,23815153,0
CD007394,15616619,0
CD007394,14659915,0
CD007394,16803950,0
CD007394,22519626,0
CD007394,10865899,0
CD007394,6392421,0
CD007394,23827105,0
CD007394,23063954,0
CD007394,23139423,0
CD007394,16097797,0
CD007394,17721116,0
CD007394,9215251,0
CD007394,12576477,0
CD007394,348344,0
CD007394,348345,0
CD007394,11886384,0
CD007394,7605978,0
CD007394,23621736,0
CD007394,19491674,0
CD007394,16110787,0
CD007394,6342173,0
CD007394,22319619,0
CD007394,13677464,0
CD007394,12834277,0
CD007394,10553664,0
CD007394,9986830,0
CD007394,9828462,0
CD007394,21734068,0
CD007394,22103346,0
CD007394,697183,0
CD007394,15013973,0
CD007394,9116880,0
CD007394,22005062,0
CD007394,12971335,0
CD007394,24306184,0
CD007394,9350029,0
CD007394,3329002,0
CD007394,1373339,0
CD007394,16797366,1
CD007394,10598069,0
CD007394,10598068,0
CD007394,11419706,0
CD007394,1987044,0
CD007394,1987045,0
CD007394,11429016,0
CD007394,22999208,0
CD007394,18401743,0
CD007394,20222384,0
CD007394,12476286,0
CD007394,20718613,0
CD007394,2352056,0
CD007394,1624793,0
CD007394,15312557,0
CD007394,24010950,0
CD007394,16160820,0
CD007394,23177817,0
CD007394,12227939,0
CD007394,22942923,0
