topicid,pid,relevent_score
CD011549,20981228,0
CD011549,2491489,0
CD011549,6649660,0
CD011549,8994992,0
CD011549,12090112,0
CD011549,15038651,0
CD011549,11329577,0
CD011549,4785302,0
CD011549,14765312,0
CD011549,8258073,0
CD011549,2149095,0
CD011549,2149091,0
CD011549,7557190,0
CD011549,103895,0
CD011549,3135249,0
CD011549,5507292,0
CD011549,13565621,0
CD011549,8165831,0
CD011549,9530295,0
CD011549,22504194,0
CD011549,21170840,0
CD011549,19563071,0
CD011549,3554918,0
CD011549,17696223,0
CD011549,7148798,0
CD011549,7467581,0
CD011549,4708643,0
CD011549,8190941,0
CD011549,8995466,0
CD011549,8190945,0
CD011549,3808359,0
CD011549,14506395,0
CD011549,22963871,0
CD011549,14108188,0
CD011549,9857770,0
CD011549,5554837,0
CD011549,3300588,0
CD011549,22544027,0
CD011549,2756729,0
CD011549,17427065,0
CD011549,9360880,0
CD011549,17427067,0
CD011549,15471318,0
CD011549,9951858,0
CD011549,5763861,0
CD011549,5071958,0
CD011549,7698707,0
CD011549,12575305,0
CD011549,8342340,0
CD011549,1404581,0
CD011549,1920594,0
CD011549,6804360,0
CD011549,9001552,0
CD011549,2399750,0
CD011549,15573237,0
CD011549,12122977,0
CD011549,14716552,0
CD011549,19565049,0
CD011549,4893317,0
CD011549,444819,0
CD011549,6346465,0
CD011549,22783060,0
CD011549,17052417,0
CD011549,5021072,0
CD011549,7761073,0
CD011549,5357978,0
CD011549,1515894,0
CD011549,7467584,0
CD011549,15448333,0
CD011549,17316523,0
CD011549,20101777,0
CD011549,12515035,0
CD011549,22842744,0
CD011549,7386743,0
CD011549,2557255,0
CD011549,6888250,0
CD011549,3107112,0
CD011549,17705719,0
CD011549,14530249,0
CD011549,11264652,0
CD011549,6655973,0
CD011549,10533244,0
CD011549,1339805,0
CD011549,22975796,0
CD011549,3126859,0
CD011549,13401267,0
CD011549,4901378,0
CD011549,15553429,0
CD011549,7455208,0
CD011549,22110286,0
CD011549,4337821,0
CD011549,17586989,0
CD011549,1786191,0
CD011549,6735059,0
CD011549,16124069,0
CD011549,17708763,0
CD011549,154279,0
CD011549,2529392,0
CD011549,2649736,0
CD011549,11868871,0
CD011549,8452700,0
CD011549,4334118,0
CD011549,2655107,0
CD011549,1832231,0
CD011549,857748,0
CD011549,8269246,0
CD011549,14687416,0
CD011549,7104603,0
CD011549,8293256,0
CD011549,9347861,0
CD011549,514915,0
CD011549,1534048,0
CD011549,6814852,0
CD011549,16381372,0
CD011549,15156955,0
CD011549,5777223,0
CD011549,22470079,0
CD011549,607795,0
CD011549,14107261,0
CD011549,9013356,0
CD011549,5888880,0
CD011549,4448049,0
CD011549,4021432,0
CD011549,3948726,0
CD011549,21191591,0
CD011549,2744359,0
CD011549,6834184,0
CD011549,3565350,0
CD011549,413388,0
CD011549,12488750,0
CD011549,2107076,0
CD011549,163502,0
CD011549,19253708,0
CD011549,21150852,0
CD011549,8643852,0
CD011549,7793278,0
CD011549,17191309,0
CD011549,9494484,0
CD011549,58211,0
CD011549,5386294,0
CD011549,10650260,0
CD011549,10650261,0
CD011549,1468609,0
CD011549,21796554,0
CD011549,3078693,0
CD011549,9822481,0
CD011549,11077490,0
CD011549,19785493,0
CD011549,15605028,0
CD011549,15456425,0
CD011549,11041678,0
CD011549,4788299,0
CD011549,7167948,0
CD011549,841399,0
CD011549,17548255,0
CD011549,22716169,0
CD011549,19917459,0
CD011549,7448510,0
CD011549,7448511,0
CD011549,8611118,0
CD011549,3383803,0
CD011549,3920254,0
CD011549,16585094,0
CD011549,5473039,0
CD011549,1116678,0
