topicid,pid,relevent_score
CD009944,16762643,0
CD009944,3289498,0
CD009944,8759666,0
CD009944,16762644,0
CD009944,23837259,0
CD009944,12622429,0
CD009944,7560826,0
CD009944,1559485,0
CD009944,20428946,0
CD009944,12297744,0
CD009944,8514069,0
CD009944,1308309,0
CD009944,9199903,0
CD009944,20065544,0
CD009944,25090461,0
CD009944,1559451,0
CD009944,14551871,0
CD009944,10745744,0
CD009944,7712995,0
CD009944,16154827,0
CD009944,23446466,0
CD009944,17985093,0
CD009944,1633772,1
CD009944,10231312,0
CD009944,15966244,0
CD009944,11692932,0
CD009944,9509849,0
CD009944,11831609,0
CD009944,18392238,0
CD009944,12510224,0
CD009944,24782610,0
CD009944,9681605,0
CD009944,8519242,0
CD009944,21824594,1
CD009944,19744629,0
CD009944,1991632,0
CD009944,21712035,0
CD009944,25076782,0
CD009944,24483032,0
CD009944,17355626,0
CD009944,17208679,0
CD009944,15520913,1
CD009944,25531999,0
CD009944,8287809,0
CD009944,16552963,0
CD009944,12044699,0
CD009944,9351036,0
CD009944,11418369,0
CD009944,16123900,0
CD009944,16405532,0
CD009944,9840517,0
CD009944,10840300,0
CD009944,18317850,0
CD009944,19610138,0
CD009944,11274566,0
CD009944,15181133,0
CD009944,17152491,0
CD009944,11747229,0
CD009944,1793632,0
CD009944,15328428,0
CD009944,12471541,1
CD009944,9322502,0
CD009944,17427068,0
CD009944,8420761,0
CD009944,20074167,1
CD009944,8470637,0
CD009944,23945921,0
CD009944,21434369,0
CD009944,21434368,0
CD009944,21261477,0
CD009944,15028314,0
CD009944,8508381,0
CD009944,9592662,0
CD009944,18785950,0
CD009944,14585568,0
CD009944,9007428,0
CD009944,16733039,0
CD009944,19565047,0
CD009944,11989843,0
CD009944,11869324,0
CD009944,14752188,1
CD009944,15368107,0
CD009944,11507701,0
CD009944,21029703,1
CD009944,21391168,0
CD009944,24488356,0
CD009944,16607858,0
CD009944,15533229,0
CD009944,25111136,0
CD009944,17097828,0
CD009944,12712687,0
CD009944,11088030,0
CD009944,12552408,0
CD009944,10408157,1
CD009944,8491138,0
CD009944,10475924,0
CD009944,16111960,0
CD009944,24340309,0
CD009944,15297943,0
CD009944,15297944,0
CD009944,19585066,1
CD009944,16118804,0
CD009944,1500662,0
CD009944,25400740,0
CD009944,22720122,1
CD009944,25418949,0
CD009944,16996338,1
CD009944,15229425,1
CD009944,1544564,0
CD009944,12352295,1
CD009944,20931455,0
CD009944,19356336,0
CD009944,20734082,1
CD009944,9612630,0
CD009944,15990049,0
CD009944,9085164,0
CD009944,8675534,0
CD009944,8661546,0
CD009944,1743123,0
CD009944,16802008,0
CD009944,8898440,0
CD009944,10026321,1
CD009944,17970550,0
CD009944,24659867,0
CD009944,17679378,0
CD009944,22878576,0
CD009944,15772477,0
CD009944,22023087,0
CD009944,15044880,0
CD009944,10433044,0
CD009944,18822678,0
CD009944,15756395,0
CD009944,1924784,1
CD009944,19264188,0
CD009944,11335091,0
CD009944,15894867,0
CD009944,23132035,0
CD009944,19535049,0
CD009944,2279643,0
CD009944,22370287,0
CD009944,24784121,0
CD009944,1511822,1
CD009944,17103278,0
CD009944,25400441,0
CD009944,12921574,0
CD009944,11503175,1
CD009944,12865288,0
CD009944,7582587,0
CD009944,16509885,0
CD009944,7582581,0
CD009944,7582582,0
CD009944,7582583,0
CD009944,24671350,0
CD009944,15812432,0
CD009944,8467967,1
CD009944,24021732,0
CD009944,18711673,0
CD009944,24149848,0
CD009944,16393217,0
CD009944,18634267,0
CD009944,18589911,0
CD009944,20171632,0
CD009944,18633900,0
CD009944,10770359,0
CD009944,16369707,0
CD009944,10193939,1
CD009944,25283226,0
CD009944,19692298,0
CD009944,23462130,0
CD009944,21049402,0
CD009944,17080734,0
CD009944,9692582,0
CD009944,17185085,0
CD009944,17185086,0
CD009944,18645535,0
CD009944,2659481,0
CD009944,16350723,0
CD009944,22083418,0
CD009944,9358093,0
CD009944,20195993,0
CD009944,18705348,0
CD009944,18705349,0
CD009944,9755399,1
CD009944,10679699,0
CD009944,9101932,0
CD009944,9563443,0
CD009944,11080410,1
CD009944,11041028,1
CD009944,21084436,0
CD009944,17611381,0
CD009944,19023576,0
CD009944,18616020,0
CD009944,11204980,0
CD009944,22302678,0
CD009944,12695946,0
CD009944,17676284,0
CD009944,11204988,0
CD009944,24009205,0
CD009944,10326672,0
CD009944,10445558,1
CD009944,1797075,0
CD009944,24108557,0
CD009944,1633775,0
CD009944,16440415,1
CD009944,14722547,0
CD009944,7773356,0
CD009944,7712985,0
CD009944,1633773,1
CD009944,8865450,0
CD009944,23288709,0
CD009944,17921961,0
CD009944,10502181,1
CD009944,21051029,0
CD009944,21656305,0
CD009944,8052089,0
CD009944,11866264,0
CD009944,19365980,0
