topicid,pid,relevent_score
CD010632,8482976,0
CD010632,8064302,0
CD010632,17877736,0
CD010632,20368139,0
CD010632,8128843,0
CD010632,20859325,0
CD010632,20705437,0
CD010632,17134649,0
CD010632,16298237,0
CD010632,1360198,0
CD010632,8053653,0
CD010632,11595260,0
CD010632,17067234,0
CD010632,18625665,0
CD010632,22047634,0
CD010632,21134418,0
CD010632,18833506,0
CD010632,22196862,0
CD010632,2956363,0
CD010632,10096415,0
CD010632,19967597,0
CD010632,11425920,0
CD010632,3492992,0
CD010632,3265862,0
CD010632,19332421,0
CD010632,16470518,0
CD010632,6224294,0
CD010632,17852756,0
CD010632,22287381,0
CD010632,15616176,0
CD010632,18283251,0
CD010632,8074128,0
CD010632,11277595,1
CD010632,9813789,0
CD010632,19449370,0
CD010632,1431957,0
CD010632,18707012,0
CD010632,1772739,0
CD010632,1955530,0
CD010632,20457960,0
CD010632,12395473,0
CD010632,21795034,0
CD010632,20693641,0
CD010632,17600509,0
CD010632,17635973,0
CD010632,12925932,0
CD010632,3491344,0
CD010632,15734937,0
CD010632,9329697,0
CD010632,9329696,0
CD010632,15061823,0
CD010632,9329693,0
CD010632,9329691,0
CD010632,10078879,0
CD010632,22510256,0
CD010632,3494109,0
CD010632,9329699,0
CD010632,18280754,0
CD010632,18843572,0
CD010632,21236349,0
CD010632,21149866,0
CD010632,10867215,0
CD010632,9117380,0
CD010632,11606679,0
CD010632,3492510,0
CD010632,19349228,0
CD010632,1439868,0
CD010632,7668322,0
CD010632,20138537,0
CD010632,11398009,0
CD010632,11128979,0
CD010632,11925778,0
CD010632,10430835,0
CD010632,20571524,0
CD010632,11011970,0
CD010632,6331840,0
CD010632,10672235,0
CD010632,10782769,0
CD010632,8158175,0
CD010632,8873880,0
CD010632,22173784,0
CD010632,19030774,0
CD010632,7662326,0
CD010632,22929226,0
CD010632,17222480,0
CD010632,11602028,0
CD010632,19940172,0
CD010632,23112868,0
CD010632,20385255,0
CD010632,8965184,0
CD010632,20837971,0
CD010632,9188018,0
CD010632,8648331,0
CD010632,23182881,0
CD010632,18023012,0
CD010632,21675596,0
CD010632,8461968,0
CD010632,3494824,0
CD010632,12935418,0
CD010632,12971119,0
CD010632,19899564,0
CD010632,12790355,0
CD010632,9876966,0
CD010632,8355064,0
CD010632,2311010,0
CD010632,21149491,0
CD010632,15932949,0
CD010632,22677678,0
CD010632,2214329,0
CD010632,16258980,0
CD010632,18984958,0
CD010632,14607797,0
CD010632,10526199,0
CD010632,15462408,0
CD010632,20448204,0
CD010632,8781138,0
CD010632,2785582,0
CD010632,21971457,0
CD010632,21971455,0
CD010632,19660834,1
CD010632,2647282,0
CD010632,7815078,0
CD010632,9772028,0
CD010632,21889117,0
CD010632,22213821,0
CD010632,22868352,0
CD010632,11294039,0
CD010632,8797244,0
CD010632,7964813,0
CD010632,22700814,0
CD010632,21370274,0
CD010632,16585474,0
CD010632,9576017,0
CD010632,17558256,0
CD010632,6603596,0
CD010632,21087362,0
CD010632,16854944,0
CD010632,12955216,0
CD010632,11864808,0
CD010632,1562450,0
CD010632,1979723,0
CD010632,14722656,0
CD010632,10893065,0
CD010632,20600914,0
CD010632,16385090,0
CD010632,16762862,0
CD010632,10944013,0
CD010632,10865088,0
CD010632,9633698,0
CD010632,17559814,0
CD010632,23172518,0
CD010632,7586850,0
CD010632,23300102,0
CD010632,22795494,0
CD010632,2674513,0
CD010632,19833956,0
CD010632,22596272,0
CD010632,2950844,0
CD010632,17260333,0
CD010632,8576501,0
CD010632,18828700,0
CD010632,9591840,0
CD010632,18315978,1
CD010632,22285638,0
CD010632,3261571,0
CD010632,12821520,0
CD010632,2788851,0
CD010632,11002357,0
CD010632,15241294,0
CD010632,2641456,0
CD010632,11814222,0
CD010632,7694995,0
CD010632,17413016,0
CD010632,17413018,0
CD010632,18586865,0
CD010632,2252606,0
CD010632,19858081,0
