topicid,pid,relevent_score
CD009591,6294859,0
CD009591,17123524,0
CD009591,15584653,0
CD009591,2146045,0
CD009591,19236513,0
CD009591,19238750,0
CD009591,25651663,0
CD009591,8309661,0
CD009591,16529670,0
CD009591,18581162,0
CD009591,25149622,0
CD009591,14607565,0
CD009591,14607563,0
CD009591,17625412,0
CD009591,22820320,0
CD009591,10992033,0
CD009591,3229043,0
CD009591,11934914,0
CD009591,24666753,0
CD009591,23793320,0
CD009591,21533945,0
CD009591,23362326,0
CD009591,1839455,0
CD009591,1839457,0
CD009591,19179256,0
CD009591,929178,0
CD009591,3712468,0
CD009591,23343796,0
CD009591,16929029,0
CD009591,23562788,0
CD009591,22182054,0
CD009591,19325061,0
CD009591,1588861,0
CD009591,10344694,0
CD009591,24858999,0
CD009591,22232129,0
CD009591,24531988,0
CD009591,2138497,0
CD009591,12906167,0
CD009591,9166974,0
CD009591,24051301,0
CD009591,15890727,0
CD009591,10048096,0
CD009591,11448430,0
CD009591,6655203,0
CD009591,299509,0
CD009591,23405505,0
CD009591,8408527,0
CD009591,21437823,0
CD009591,21437822,0
CD009591,7645659,0
CD009591,1601150,0
CD009591,24072384,0
CD009591,15099891,0
CD009591,23276183,0
CD009591,3739794,0
CD009591,6474640,0
CD009591,17616999,0
CD009591,24732005,0
CD009591,19285669,0
CD009591,13271786,0
CD009591,20536670,0
CD009591,11107058,0
CD009591,11263177,0
CD009591,20185920,0
CD009591,23885155,0
CD009591,22512828,0
CD009591,18209641,0
CD009591,3681860,0
CD009591,22844999,0
CD009591,3544747,0
CD009591,2334065,0
CD009591,23233390,1
CD009591,3775094,0
CD009591,16381375,0
CD009591,13731120,0
CD009591,20332166,0
CD009591,16500362,0
CD009591,12394671,0
CD009591,5457252,0
CD009591,19365975,0
CD009591,20380608,1
CD009591,18664842,0
CD009591,18781175,0
CD009591,16880776,0
CD009591,21457966,0
CD009591,19896616,0
CD009591,17805165,0
CD009591,17805167,0
CD009591,19827868,0
CD009591,17292560,0
CD009591,11833866,0
CD009591,7890057,0
CD009591,16176501,0
CD009591,14668593,0
CD009591,1353878,0
CD009591,10568016,0
CD009591,10568019,0
CD009591,10568018,0
CD009591,5808879,0
CD009591,21149318,1
CD009591,10150436,0
CD009591,23594232,0
CD009591,23000083,0
CD009591,24559059,0
CD009591,16769027,0
CD009591,16084889,0
CD009591,29810,0
CD009591,1835275,0
CD009591,11756351,0
CD009591,10858470,0
CD009591,16806656,0
CD009591,6949567,0
CD009591,2533009,0
CD009591,25197000,0
CD009591,2533004,0
CD009591,11342738,0
CD009591,21838166,0
CD009591,1362204,0
CD009591,11278232,0
CD009591,2203297,0
CD009591,2674465,0
CD009591,16769249,0
CD009591,5811427,0
CD009591,6032822,0
CD009591,21606636,0
CD009591,3460579,0
CD009591,20217409,0
CD009591,2158091,0
CD009591,19317256,0
CD009591,16213873,0
CD009591,19317254,0
CD009591,12497685,0
CD009591,12862163,0
CD009591,21176330,0
CD009591,16620671,0
CD009591,20214834,0
CD009591,11950488,0
CD009591,10611178,0
CD009591,7720936,0
CD009591,21424099,0
CD009591,16691449,0
CD009591,20400071,0
CD009591,20235893,0
CD009591,18044321,0
CD009591,25286280,0
CD009591,10036619,0
CD009591,22189970,0
CD009591,19136935,0
CD009591,24525500,0
CD009591,14755757,0
CD009591,16768047,0
CD009591,7574356,0
CD009591,18950841,0
CD009591,22335043,0
CD009591,25450297,0
CD009591,10201083,0
CD009591,19585136,0
CD009591,20938429,0
CD009591,19585135,0
CD009591,1499956,0
CD009591,20349796,0
CD009591,10589410,0
CD009591,10425049,0
CD009591,10757377,0
CD009591,19472146,0
CD009591,10609801,0
CD009591,7380047,0
CD009591,24102958,0
CD009591,19953315,0
CD009591,17400400,0
CD009591,17118940,0
CD009591,21668417,0
CD009591,18400581,0
CD009591,19084365,0
CD009591,25358681,0
CD009591,16146755,0
CD009591,3681385,0
CD009591,12865596,0
CD009591,11276454,0
CD009591,25132764,0
CD009591,19713683,0
CD009591,20184068,0
CD009591,25751197,0
CD009591,6289947,0
CD009591,22915525,0
CD009591,8739463,0
CD009591,10667469,0
CD009591,2809345,0
CD009591,16882423,0
CD009591,22422270,0
CD009591,14584650,0
CD009591,8966846,0
CD009591,5005505,0
CD009591,962339,0
CD009591,24927773,0
CD009591,12901532,0
CD009591,19244084,0
CD009591,11526762,0
CD009591,19244083,0
CD009591,20821226,0
CD009591,8288759,0
CD009591,9116770,0
CD009591,1126615,0
CD009591,17014604,0
CD009591,19994767,0
CD009591,19994766,0
CD009591,23337239,0
CD009591,7819351,0
CD009591,24124978,0
CD009591,23785713,0
CD009591,19836731,0
CD009591,10327766,0
CD009591,14079536,0
CD009591,10087417,0
CD009591,22310741,0
CD009591,7789588,0
CD009591,15802873,0
CD009591,6685410,0
CD009591,16425055,0
CD009591,7741472,0
CD009591,20135133,0
CD009591,7015203,0
CD009591,16365012,0
CD009591,15306945,0
CD009591,17353870,0
CD009591,8463987,0
CD009591,11172135,0
CD009591,10360929,0
CD009591,10804404,0
CD009591,1697729,0
CD009591,20069680,1
CD009591,7694512,0
CD009591,7655179,0
CD009591,8066264,0
CD009591,17665061,0
CD009591,23038155,0
CD009591,22461338,0
CD009591,8739477,0
CD009591,18353903,0
CD009591,2193250,0
CD009591,1460370,0
CD009591,7789855,0
CD009591,2530292,0
CD009591,8925154,0
