topicid,pid,relevent_score
CD011548,20981228,0
CD011548,2491489,0
CD011548,6649660,0
CD011548,8994992,0
CD011548,12090112,0
CD011548,15038651,0
CD011548,11329577,0
CD011548,4785302,0
CD011548,14765312,0
CD011548,8258073,0
CD011548,2149095,0
CD011548,2149091,0
CD011548,7557190,0
CD011548,103895,0
CD011548,3135249,0
CD011548,5507292,0
CD011548,13565621,0
CD011548,8165831,0
CD011548,9530295,0
CD011548,22504194,0
CD011548,21170840,0
CD011548,19563071,0
CD011548,3554918,0
CD011548,17696223,0
CD011548,7148798,0
CD011548,7467581,0
CD011548,4708643,0
CD011548,8190941,0
CD011548,8995466,0
CD011548,8190945,0
CD011548,3808359,0
CD011548,14506395,0
CD011548,22963871,0
CD011548,14108188,0
CD011548,9857770,0
CD011548,5554837,0
CD011548,3300588,1
CD011548,22544027,0
CD011548,2756729,0
CD011548,17427065,0
CD011548,9360880,0
CD011548,17427067,0
CD011548,15471318,0
CD011548,9951858,1
CD011548,5763861,0
CD011548,5071958,0
CD011548,7698707,0
CD011548,12575305,0
CD011548,8342340,0
CD011548,1404581,0
CD011548,1920594,0
CD011548,6804360,0
CD011548,9001552,0
CD011548,2399750,0
CD011548,15573237,0
CD011548,12122977,0
CD011548,14716552,0
CD011548,19565049,0
CD011548,4893317,0
CD011548,444819,0
CD011548,6346465,0
CD011548,22783060,0
CD011548,17052417,0
CD011548,5021072,0
CD011548,7761073,0
CD011548,5357978,0
CD011548,1515894,0
CD011548,7467584,0
CD011548,15448333,0
CD011548,17316523,0
CD011548,20101777,0
CD011548,12515035,0
CD011548,22842744,0
CD011548,7386743,0
CD011548,2557255,0
CD011548,6888250,0
CD011548,3107112,0
CD011548,17705719,0
CD011548,14530249,0
CD011548,11264652,0
CD011548,6655973,0
CD011548,10533244,0
CD011548,1339805,0
CD011548,22975796,0
CD011548,3126859,0
CD011548,13401267,0
CD011548,4901378,0
CD011548,15553429,0
CD011548,7455208,0
CD011548,22110286,0
CD011548,4337821,0
CD011548,17586989,0
CD011548,1786191,0
CD011548,6735059,0
CD011548,16124069,0
CD011548,17708763,0
CD011548,154279,0
CD011548,2529392,0
CD011548,2649736,0
CD011548,11868871,0
CD011548,8452700,0
CD011548,4334118,0
CD011548,2655107,0
CD011548,1832231,0
CD011548,857748,0
CD011548,8269246,0
CD011548,14687416,0
CD011548,7104603,0
CD011548,8293256,0
CD011548,9347861,0
CD011548,514915,0
CD011548,1534048,0
CD011548,6814852,0
CD011548,16381372,0
CD011548,15156955,0
CD011548,5777223,0
CD011548,22470079,0
CD011548,607795,0
CD011548,14107261,0
CD011548,9013356,0
CD011548,5888880,0
CD011548,4448049,0
CD011548,4021432,0
CD011548,3948726,0
CD011548,21191591,0
CD011548,2744359,0
CD011548,6834184,0
CD011548,3565350,0
CD011548,413388,0
CD011548,12488750,0
CD011548,2107076,0
CD011548,163502,0
CD011548,19253708,0
CD011548,21150852,0
CD011548,8643852,0
CD011548,7793278,0
CD011548,17191309,0
CD011548,9494484,0
CD011548,58211,0
CD011548,5386294,0
CD011548,10650260,0
CD011548,10650261,0
CD011548,1468609,0
CD011548,21796554,0
CD011548,3078693,0
CD011548,9822481,0
CD011548,11077490,0
CD011548,19785493,0
CD011548,15605028,0
CD011548,15456425,0
CD011548,11041678,0
CD011548,4788299,0
CD011548,7167948,0
CD011548,841399,0
CD011548,17548255,0
CD011548,22716169,0
CD011548,19917459,0
CD011548,7448510,0
CD011548,7448511,1
CD011548,8611118,0
CD011548,3383803,0
CD011548,3920254,0
CD011548,16585094,0
CD011548,5473039,0
CD011548,1116678,0
CD011548,6021443,0
CD011548,413387,0
CD011548,15290945,0
CD011548,15094448,0
CD011548,15477926,0
CD011548,1614398,0
CD011548,4685932,0
CD011548,10939507,0
CD011548,15770380,0
CD011548,10322875,0
CD011548,12024152,0
CD011548,14714159,0
CD011548,7932959,0
CD011548,8784405,0
CD011548,5778470,0
CD011548,12127803,0
CD011548,16553121,0
CD011548,6798331,0
CD011548,10494605,0
CD011548,3249881,0
CD011548,157920,0
CD011548,2609695,0
CD011548,15795598,0
CD011548,11676330,0
CD011548,8614892,0
CD011548,4849050,0
CD011548,1344436,0
CD011548,21462820,0
CD011548,7303582,0
CD011548,8519238,0
CD011548,11577321,0
CD011548,10229040,0
CD011548,15261753,0
CD011548,2916805,0
CD011548,8247521,0
CD011548,416045,0
CD011548,7292265,0
CD011548,15886948,0
CD011548,2203297,0
CD011548,1810009,0
CD011548,22622751,0
CD011548,15730941,0
CD011548,15730940,0
CD011548,18958147,0
CD011548,8768979,0
CD011548,10952378,0
CD011548,6580986,0
CD011548,8645048,0
CD011548,2197486,0
CD011548,10838361,0
CD011548,3217642,0
CD011548,9427493,0
CD011548,2106842,0
CD011548,9427491,0
CD011548,9373289,0
CD011548,8447537,0
CD011548,21711996,0
CD011548,4643674,0
CD011548,11172954,0
CD011548,3280513,0
CD011548,4453926,0
CD011548,19318979,0
CD011548,1724396,0
CD011548,11819192,0
CD011548,9253232,0
CD011548,1612036,0
CD011548,1612037,0
CD011548,6444144,0
CD011548,1960033,0
CD011548,15619506,0
CD011548,10661630,0
CD011548,1612038,0
CD011548,6906106,0
CD011548,4671265,0
CD011548,22104745,0
CD011548,10746419,0
CD011548,1470126,0
CD011548,2422927,0
CD011548,20400079,0
CD011548,22177688,0
CD011548,20201620,0
CD011548,638447,0
CD011548,3552370,0
CD011548,10527136,0
CD011548,10527135,0
CD011548,17197975,0
CD011548,11889976,0
CD011548,8651393,0
CD011548,9360881,0
CD011548,2696091,0
CD011548,17945223,0
CD011548,5015828,0
CD011548,2149397,0
CD011548,2149396,0
CD011548,4818979,0
CD011548,2571496,0
CD011548,22678540,0
CD011548,19696548,0
CD011548,6663567,0
CD011548,14534954,0
CD011548,7058479,0
CD011548,2034175,0
CD011548,11872767,0
CD011548,12432591,0
CD011548,6768262,0
CD011548,2097422,0
CD011548,2155942,0
CD011548,10533741,0
CD011548,16545223,0
CD011548,7147680,0
CD011548,21033214,0
CD011548,21913984,0
CD011548,6028845,0
CD011548,17450492,0
CD011548,10198835,0
CD011548,16273645,0
CD011548,5748718,0
CD011548,14074221,0
CD011548,6768263,0
CD011548,2503431,0
CD011548,3003829,0
CD011548,11452824,0
CD011548,8423030,0
CD011548,9676460,0
CD011548,1178127,0
CD011548,6789641,0
CD011548,3291963,0
CD011548,16185184,0
CD011548,14126250,0
CD011548,7278595,0
CD011548,7549744,0
CD011548,22778467,0
CD011548,453455,1
CD011548,15584461,0
CD011548,3830956,0
CD011548,679871,0
CD011548,14197218,0
CD011548,9360941,0
CD011548,7399845,0
CD011548,533470,0
CD011548,3888476,0
CD011548,10945560,0
CD011548,3349304,0
CD011548,19129614,0
CD011548,2013432,0
CD011548,7040282,0
CD011548,19124224,0
CD011548,1577397,0
CD011548,6612573,0
CD011548,6868721,0
CD011548,22592743,0
CD011548,9512289,0
CD011548,18951130,0
CD011548,11740611,0
CD011548,6094949,0
CD011548,22387838,0
CD011548,15334701,0
CD011548,9512280,0
CD011548,1300850,0
CD011548,9153181,0
CD011548,9153182,0
CD011548,22310294,0
CD011548,16247126,0
CD011548,11220707,0
CD011548,5993095,0
CD011548,3121428,0
CD011548,19960562,0
CD011548,14620627,0
CD011548,15929180,1
CD011548,7388338,0
CD011548,18187374,0
CD011548,4686330,0
CD011548,1508116,0
CD011548,3809453,0
CD011548,1759879,0
CD011548,15050178,0
CD011548,6390252,0
CD011548,8093323,0
CD011548,19152881,0
CD011548,655848,0
CD011548,1393414,0
CD011548,8362829,0
CD011548,14746158,0
CD011548,11777135,0
CD011548,11777136,0
CD011548,21105606,0
CD011548,15074397,0
CD011548,3901640,0
CD011548,19321684,0
CD011548,5546064,0
CD011548,22921526,0
CD011548,8675534,0
CD011548,22295543,0
CD011548,20380011,0
CD011548,8330501,0
CD011548,14232029,0
CD011548,2909092,0
CD011548,8677972,0
CD011548,537407,0
CD011548,2909095,0
CD011548,537408,0
CD011548,21615878,0
CD011548,22729595,0
CD011548,21269945,0
CD011548,1014215,0
CD011548,9927125,0
CD011548,12811312,0
CD011548,7944040,1
CD011548,22083324,0
CD011548,3824794,0
CD011548,1437928,0
CD011548,6012846,0
CD011548,7215190,0
CD011548,1855776,0
CD011548,6691315,0
CD011548,1467897,0
CD011548,4307494,0
CD011548,10948659,0
CD011548,1606415,0
CD011548,20926036,0
CD011548,8840457,0
CD011548,20931922,0
CD011548,480287,0
CD011548,15769435,0
CD011548,15769434,0
CD011548,4726121,0
CD011548,15599737,0
CD011548,543043,0
CD011548,18358304,0
CD011548,3742130,0
CD011548,8091875,0
CD011548,3053002,0
CD011548,8091877,0
CD011548,2694008,0
CD011548,19715020,0
CD011548,8621165,0
CD011548,3062099,0
CD011548,10715336,0
CD011548,5016461,0
CD011548,9402111,0
CD011548,5517713,0
CD011548,4827362,0
CD011548,7872305,0
CD011548,9918624,0
CD011548,12118957,0
