topicid,pid,relevent_score
CD011134,3861231,0
CD011134,18638656,0
CD011134,16315919,0
CD011134,441601,0
CD011134,10612150,0
CD011134,6736371,0
CD011134,12003191,0
CD011134,10791201,0
CD011134,9589054,0
CD011134,21492331,0
CD011134,3580687,0
CD011134,8708720,0
CD011134,2059962,0
CD011134,21901530,0
CD011134,11508659,0
CD011134,11395234,0
CD011134,11404151,0
CD011134,8849951,0
CD011134,2779050,0
CD011134,18621637,0
CD011134,9562956,0
CD011134,20214208,0
CD011134,17481478,0
CD011134,3484753,0
CD011134,2667189,0
CD011134,22076611,0
CD011134,11027426,0
CD011134,16773844,0
CD011134,8508386,0
CD011134,3971300,0
CD011134,6599115,0
CD011134,11489795,0
CD011134,21273626,0
CD011134,10370360,0
CD011134,22896853,0
CD011134,22574549,0
CD011134,18322961,0
CD011134,17211733,0
CD011134,3871566,1
CD011134,3180140,0
CD011134,6495695,0
CD011134,7379666,0
CD011134,2549882,0
CD011134,14564514,0
CD011134,10561367,0
CD011134,3951166,1
CD011134,6710317,0
CD011134,15522189,0
CD011134,277718,0
CD011134,4037904,0
CD011134,7445709,0
CD011134,8324338,0
CD011134,6591858,0
CD011134,6324604,0
CD011134,6394125,0
CD011134,227652,0
CD011134,6947782,0
CD011134,7375147,0
CD011134,23174599,0
CD011134,11044357,0
CD011134,7436141,0
CD011134,17652942,0
CD011134,3861884,0
CD011134,23888604,0
CD011134,15922887,0
CD011134,21922357,1
CD011134,23208008,0
CD011134,8528485,0
CD011134,7690061,0
CD011134,15279063,0
CD011134,21105619,1
CD011134,17876139,0
CD011134,7046656,1
CD011134,2087823,0
CD011134,23665971,0
CD011134,2425697,0
CD011134,12610881,0
CD011134,6613142,0
CD011134,2960296,0
CD011134,6167166,0
CD011134,19657698,0
CD011134,3779657,0
CD011134,21819716,0
CD011134,15315564,0
CD011134,17114081,0
CD011134,17588413,0
CD011134,7645930,0
CD011134,9135525,0
CD011134,17468918,0
CD011134,8168992,0
CD011134,9563547,0
CD011134,1311986,0
CD011134,1064149,0
CD011134,7880770,0
CD011134,420982,0
CD011134,496566,0
CD011134,10606480,0
CD011134,1486919,0
CD011134,7012337,0
CD011134,23551939,0
CD011134,17174516,1
CD011134,8532413,0
CD011134,7529527,0
CD011134,1119871,0
CD011134,2372492,0
CD011134,3393651,0
CD011134,12168881,0
CD011134,19839520,0
CD011134,23549007,0
CD011134,23549003,0
CD011134,19795327,0
CD011134,1021176,0
CD011134,3381354,0
CD011134,3540857,0
CD011134,16241086,0
CD011134,23135579,0
CD011134,1652230,0
CD011134,2157833,0
CD011134,555768,1
CD011134,17932750,1
CD011134,2683153,0
CD011134,9406694,0
CD011134,6513031,0
CD011134,24370171,0
CD011134,17430690,0
CD011134,12433608,0
CD011134,9486782,0
CD011134,9652996,0
CD011134,11005500,0
CD011134,7571064,0
CD011134,19488584,1
CD011134,10603755,0
CD011134,14581354,0
CD011134,9393570,0
CD011134,1690376,0
CD011134,1576351,0
CD011134,15817235,0
CD011134,9340857,0
CD011134,10430334,0
CD011134,3188544,0
CD011134,18979139,0
CD011134,32794,0
CD011134,2920105,0
CD011134,32793,0
CD011134,2066784,0
CD011134,22442906,1
CD011134,8756838,0
CD011134,10528904,0
CD011134,4072082,0
CD011134,15028309,0
CD011134,15028308,0
CD011134,7116619,0
CD011134,7226032,1
CD011134,3551880,0
CD011134,697433,1
CD011134,7619581,1
CD011134,2667448,0
CD011134,1220914,0
CD011134,6459725,0
CD011134,20646650,0
CD011134,15816454,0
CD011134,2667446,1
CD011134,7357518,0
CD011134,2434361,0
CD011134,1890143,0
CD011134,12044059,0
CD011134,1339738,1
CD011134,7133984,0
CD011134,14594539,0
CD011134,20414929,0
CD011134,15682467,0
CD011134,22975528,0
CD011134,2314825,0
CD011134,7527311,0
CD011134,12445377,0
CD011134,12445370,0
CD011134,1936302,1
CD011134,24298571,0
CD011134,8299078,0
CD011134,3136114,0
CD011134,4140265,1
CD011134,3780447,0
CD011134,3435012,0
CD011134,10745140,0
CD011134,2016627,0
CD011134,8137675,1
CD011134,18672360,0
CD011134,426170,1
CD011134,19690493,0
CD011134,12062285,0
CD011134,9492886,0
CD011134,8520170,0
CD011134,11396217,0
CD011134,11680046,0
CD011134,726896,0
CD011134,84001,0
CD011134,10560426,0
CD011134,23993799,1
CD011134,19901015,0
CD011134,22133576,0
CD011134,9835125,0
CD011134,3864628,1
CD011134,425796,0
CD011134,15105897,0
CD011134,16015042,0
CD011134,9306552,0
CD011134,7068816,0
CD011134,4048893,1
CD011134,11711742,0
CD011134,2193120,0
CD011134,17114079,0
CD011134,2561374,0
CD011134,23053680,0
