topicid,pid,relevent_score
CD008691,10946031,0
CD008691,10049195,0
CD008691,11733629,0
CD008691,10551681,0
CD008691,16864812,0
CD008691,19713331,0
CD008691,18178459,0
CD008691,19416771,0
CD008691,17825738,0
CD008691,17498009,0
CD008691,6375027,1
CD008691,20090315,0
CD008691,1331875,0
CD008691,15521215,0
CD008691,18261550,0
CD008691,17132882,0
CD008691,14717425,0
CD008691,20565936,0
CD008691,17048206,0
CD008691,17048205,0
CD008691,17307417,0
CD008691,19262454,0
CD008691,14587658,0
CD008691,143402,0
CD008691,17584197,1
CD008691,3232411,0
CD008691,17488145,0
CD008691,9190440,0
CD008691,17221285,0
CD008691,10343078,0
CD008691,1789122,0
CD008691,11718051,0
CD008691,1146731,0
CD008691,12900820,0
CD008691,19112833,0
CD008691,10522587,0
CD008691,20427046,0
CD008691,3257495,0
CD008691,11269673,0
CD008691,11947918,0
CD008691,19667039,0
CD008691,12569339,0
CD008691,17239676,0
CD008691,17057922,0
CD008691,16408115,0
CD008691,9753853,0
CD008691,14750098,0
CD008691,9122976,1
CD008691,18946896,0
CD008691,19539072,0
CD008691,19494798,1
CD008691,15072511,0
CD008691,19194569,0
CD008691,14566766,0
CD008691,7999844,0
CD008691,9853162,0
CD008691,10816185,0
CD008691,19427449,0
CD008691,15848540,0
CD008691,11576954,0
CD008691,20723638,0
CD008691,19401123,0
CD008691,20635028,0
CD008691,18854671,0
CD008691,11758004,0
CD008691,17700161,0
CD008691,16085465,0
CD008691,19390157,0
CD008691,16236087,0
CD008691,19925289,0
CD008691,8037090,0
CD008691,17173262,0
CD008691,14669861,0
CD008691,11136168,1
CD008691,3275808,0
CD008691,15481627,0
CD008691,12077491,0
CD008691,19410683,0
CD008691,20349410,1
CD008691,636913,0
CD008691,1260553,0
CD008691,11390723,0
CD008691,17107672,0
CD008691,16954577,0
CD008691,19101102,0
CD008691,18621374,0
CD008691,15034154,0
CD008691,19440064,0
CD008691,19792845,0
CD008691,15985387,1
CD008691,10701411,0
CD008691,18716049,0
CD008691,17366357,0
CD008691,3894688,0
CD008691,15625072,0
CD008691,17309582,0
CD008691,17365912,0
CD008691,11009262,0
CD008691,18572117,0
CD008691,11601190,0
CD008691,12151856,0
CD008691,16640708,0
CD008691,17221034,0
CD008691,329434,0
CD008691,10975031,0
CD008691,17210392,0
CD008691,17877923,0
CD008691,15151268,0
CD008691,18483462,0
CD008691,12469955,0
CD008691,16358990,0
CD008691,17699471,0
CD008691,1525805,0
CD008691,18212695,0
CD008691,16814414,0
CD008691,20189275,0
CD008691,19048834,0
CD008691,16952302,1
CD008691,19387250,1
CD008691,12081584,0
CD008691,16490821,0
CD008691,18235089,0
CD008691,15848702,1
CD008691,17195964,0
CD008691,17520568,0
CD008691,20146209,0
CD008691,16097367,0
CD008691,17719319,0
CD008691,17505439,0
CD008691,11885754,0
CD008691,19910107,0
CD008691,20731105,0
CD008691,20014205,0
CD008691,12086231,0
CD008691,12118900,0
CD008691,12086233,0
CD008691,19159995,0
CD008691,17374087,0
CD008691,19059594,0
CD008691,12947263,0
CD008691,15864236,0
CD008691,11773471,0
CD008691,20424475,0
CD008691,19140853,0
CD008691,12688148,0
CD008691,20424476,0
CD008691,11909572,1
CD008691,20706134,0
CD008691,7835359,0
CD008691,16115849,0
CD008691,9520130,0
CD008691,7579064,0
CD008691,15838473,0
CD008691,12630534,0
CD008691,8300457,0
CD008691,17352135,0
CD008691,16340725,1
CD008691,18442713,0
CD008691,18678302,0
CD008691,7579050,0
CD008691,19736160,0
CD008691,19736163,0
CD008691,15365517,0
CD008691,19542379,0
CD008691,10752967,0
CD008691,16609863,0
CD008691,20347678,0
CD008691,18160761,0
CD008691,1621408,0
CD008691,8843118,0
CD008691,3518165,0
CD008691,1989332,0
CD008691,19024194,0
CD008691,6657654,0
CD008691,17087427,0
CD008691,18562597,0
CD008691,16647439,0
CD008691,12637626,0
CD008691,1357450,0
CD008691,18191738,0
CD008691,17562952,0
CD008691,18079149,0
CD008691,775643,0
CD008691,12722036,0
CD008691,20035639,0
CD008691,11999668,0
CD008691,15627718,0
CD008691,12806187,0
CD008691,2353652,1
CD008691,15153089,0
CD008691,19179987,0
CD008691,18450828,0
CD008691,19339406,0
CD008691,1828650,0
CD008691,19395951,0
CD008691,20970625,0
