topicid,pid,relevent_score
CD010771,16021351,0
CD010771,15286455,0
CD010771,20610187,0
CD010771,15171906,0
CD010771,14614994,1
CD010771,14646031,0
CD010771,7824143,1
CD010771,8563660,0
CD010771,19326698,1
CD010771,18436874,0
CD010771,12752846,0
CD010771,12707073,0
CD010771,14963845,0
CD010771,18500166,0
CD010771,21970520,0
CD010771,19101283,0
CD010771,9180766,0
CD010771,19323868,1
CD010771,16291888,0
CD010771,9472135,0
CD010771,8208879,1
CD010771,16172733,0
CD010771,8455053,0
CD010771,20102571,0
CD010771,20455862,0
CD010771,22421024,0
CD010771,17158334,0
CD010771,15450055,0
CD010771,20799249,0
CD010771,9988290,0
CD010771,16108937,0
CD010771,20709565,0
CD010771,9283925,1
CD010771,11483232,0
CD010771,20849652,0
CD010771,21491631,0
CD010771,16952914,0
CD010771,18608052,1
CD010771,14872021,0
CD010771,22717233,0
CD010771,3619711,0
CD010771,16988506,0
CD010771,3571790,0
CD010771,19407461,0
CD010771,10650597,0
CD010771,15211065,0
CD010771,16246261,0
CD010771,8677826,1
CD010771,15691286,0
CD010771,12833228,0
CD010771,19327203,1
CD010771,14618554,0
CD010771,1946866,1
CD010771,8503262,0
CD010771,11268764,0
CD010771,10556864,0
CD010771,19864908,0
CD010771,1576226,0
CD010771,9810931,0
CD010771,14512713,0
CD010771,20733304,0
CD010771,14511157,0
CD010771,20164591,0
CD010771,21414692,0
CD010771,7935963,0
CD010771,19891815,0
CD010771,15164195,0
CD010771,17296602,0
CD010771,16024900,0
CD010771,20629169,0
CD010771,19494491,0
CD010771,20808135,0
CD010771,20178996,1
CD010771,8701446,0
CD010771,8829727,1
CD010771,15687511,0
CD010771,18025825,1
CD010771,15559753,1
CD010771,12218256,0
CD010771,15459515,0
CD010771,12527986,0
CD010771,9526793,0
CD010771,15935385,0
CD010771,21621310,0
CD010771,10187878,0
CD010771,16093227,0
CD010771,15164196,0
CD010771,16158009,0
CD010771,2651606,0
CD010771,17519320,0
CD010771,12585017,0
CD010771,17292021,0
CD010771,12571823,0
CD010771,18384589,0
CD010771,21856971,0
CD010771,12389836,0
CD010771,11921154,0
CD010771,15137556,0
CD010771,10556865,1
CD010771,19051092,0
CD010771,16272070,0
