topicid,pid,relevent_score
CD011984,6450823,0
CD011984,17123520,0
CD011984,17363912,0
CD011984,9015029,0
CD011984,15284776,0
CD011984,17554802,0
CD011984,17554803,0
CD011984,9015026,0
CD011984,10932977,1
CD011984,1766934,0
CD011984,16245371,0
CD011984,12867693,0
CD011984,10214831,0
CD011984,14733311,0
CD011984,2449256,0
CD011984,1722579,0
CD011984,10754161,0
CD011984,10719323,0
CD011984,10719325,1
CD011984,10719324,0
CD011984,1554021,0
CD011984,16555340,0
CD011984,2884503,0
CD011984,15763782,0
CD011984,16753701,0
CD011984,7653975,0
CD011984,9095934,0
CD011984,17875298,0
CD011984,9385124,0
CD011984,8999385,0
CD011984,12534099,0
CD011984,15708112,0
CD011984,14746340,1
CD011984,9727755,0
CD011984,1694288,1
CD011984,2147397,0
CD011984,18644177,0
CD011984,12571155,0
CD011984,16193463,0
CD011984,16193465,0
CD011984,17169211,0
CD011984,8134731,0
CD011984,9793975,1
CD011984,15229837,0
CD011984,9793973,0
CD011984,10370769,1
CD011984,9793971,0
CD011984,9793970,1
CD011984,12972836,0
CD011984,7597466,0
CD011984,8196797,0
CD011984,7837124,0
CD011984,17605813,0
CD011984,19281576,0
CD011984,17555049,0
CD011984,20014361,0
CD011984,6241174,0
CD011984,11858892,0
CD011984,9050928,0
CD011984,9050924,0
CD011984,18041410,0
CD011984,8357367,0
CD011984,3631080,0
CD011984,8357023,0
CD011984,20194112,0
CD011984,1973343,0
CD011984,12124691,1
CD011984,3857214,0
CD011984,2339711,0
CD011984,12124697,0
CD011984,12124698,0
CD011984,1386562,0
CD011984,20332164,0
CD011984,14970993,0
CD011984,14970992,0
CD011984,7971770,0
CD011984,10694691,0
CD011984,9003959,0
CD011984,10694694,0
CD011984,16318619,0
CD011984,10969563,0
CD011984,21135418,0
CD011984,9509547,0
CD011984,12014236,0
CD011984,10234332,0
CD011984,10234333,0
CD011984,14725944,0
CD011984,10381824,0
CD011984,10694347,0
CD011984,8343748,0
CD011984,12210331,0
CD011984,12039105,0
CD011984,2527462,0
CD011984,11304566,0
CD011984,15047479,0
CD011984,17292744,0
CD011984,20956719,0
CD011984,6219060,0
CD011984,18506747,0
CD011984,7514291,1
CD011984,9952085,0
CD011984,11756356,0
CD011984,15678412,0
CD011984,1612527,0
CD011984,21548127,0
CD011984,9277637,0
CD011984,2527796,0
CD011984,15579656,0
CD011984,12813759,0
CD011984,1554022,0
CD011984,12508621,0
CD011984,20230315,0
CD011984,15300743,0
CD011984,15300745,0
CD011984,15300746,0
CD011984,14594321,0
CD011984,8408497,0
CD011984,19073917,0
CD011984,3460576,0
CD011984,18461550,0
CD011984,8441983,0
CD011984,18319270,0
CD011984,16360490,0
CD011984,15690554,0
CD011984,16121762,0
CD011984,18839465,0
CD011984,10730073,1
CD011984,12531583,0
CD011984,16648415,0
