pid,score
7857143,43.587982
10064755,40.324875
10769085,39.12391
15249711,38.40486
9632157,36.920525
10449813,36.168835
11568326,36.00525
10512938,35.60511
9449598,35.17317
20507789,34.86983
2154172,34.52873
11488793,34.480007
19228509,33.688023
16286705,33.680004
9779627,33.39294
9529483,33.257164
11986021,32.755905
9202539,32.38026
9128996,31.94631
11314942,31.842985
10202066,31.552603
11220911,31.45037
10982586,31.112741
15365229,30.754253
11992798,30.689194
8938906,30.282534
18498873,30.157513
17993727,30.109594
18333037,29.809904
20726306,29.435097
7954982,29.382475
9496872,29.162067
14992566,29.11132
9574186,29.021286
10526028,28.92628
9351708,28.429873
9244986,28.36452
9776450,28.235542
16434983,27.474392
22874688,27.413277
9045463,27.01744
20444407,26.791656
8803695,26.630138
15776215,26.586536
18084944,26.586048
20466112,26.468668
10768705,26.452011
11077483,26.30032
9752518,26.25631
11074885,26.247866
9499186,26.21611
17004868,26.043837
20567851,25.927748
8597506,25.790981
18349570,25.627937
11260096,25.608505
21882032,25.525805
15841735,25.298298
21946812,25.281122
9834353,25.234259
8963831,25.204287
9083152,25.145086
15838173,25.119379
16113592,24.981197
20076819,24.847845
11216434,24.726505
9767969,24.717371
17101297,24.613031
18487569,24.507462
9244068,24.357489
11216431,24.254438
19246172,24.026588
17168236,24.002262
16332484,23.889145
9101933,23.882042
15624058,23.852804
9792898,23.81091
7772812,23.702797
12136537,23.70212
8831551,23.636627
10427654,23.620287
11554136,23.61507
10211424,23.577394
15833477,23.565159
9576631,23.526947
11144793,23.459309
17080239,23.339119
8884801,23.265049
7947632,23.16073
7954981,23.16073
21533967,22.851007
15256241,22.818888
15531247,22.781239
8780930,22.759727
7530358,22.692156
20059311,22.670725
16125619,22.563639
18458911,22.528767
17632759,22.516165
15585395,22.50563
2269526,22.356686
16997159,22.11212
20653697,22.076912
17177081,22.04523
9183872,21.980932
9279351,21.892052
12239959,21.685083
9383346,21.620441
9712562,21.41542
1824810,21.387234
10235073,21.333492
10436817,21.32386
9792897,21.290928
16479113,21.24991
21322274,21.097218
17111849,21.090609
12523594,21.08428
16110256,20.958418
11882761,20.941425
20016434,20.90172
11727085,20.90142
9834354,20.862286
7988060,20.839905
7932341,20.813581
2539986,20.808426
15238889,20.790554
19092346,20.780474
21298529,20.60869
10235074,20.528696
20676688,20.500687
21831266,20.218338
8081932,20.166616
18161888,20.16085
18333200,20.06784
7825319,20.06582
10872980,20.019985
12607577,20.012537
18813972,20.008865
12499741,19.99104
8298929,19.97992
9124755,19.957186
14618953,19.88386
12364986,19.79681
16365817,19.782646
10596328,19.77357
7652681,19.765415
17355626,19.757652
10631360,19.71925
18333240,19.686392
10475121,19.660261
8270231,19.649054
7831611,19.641796
9824361,19.488798
11820412,19.470814
7627522,19.41675
15943734,19.365683
9773005,19.324724
12022996,19.259235
18436014,19.221087
8781933,19.215414
22369743,19.142345
19495882,19.12402
12666406,19.094526
9731805,19.041311
11356338,19.029472
17538488,18.956142
7551261,18.953323
11591987,18.916452
16549326,18.888826
14691701,18.85483
17570778,18.797237
10549734,18.769592
12574931,18.764353
22776310,18.760645
10776880,18.748295
8681296,18.69564
1557348,18.670631
10401096,18.657381
18043987,18.63796
16236756,18.571915
7633642,18.549583
12185052,18.40488
10931589,18.312038
14627530,18.299755
8975989,18.292915
16508808,18.282602
2936262,18.124924
19763694,18.096624
15532836,18.047735
20632189,18.029518
11142138,18.017902
21206325,18.014858
11561606,17.94358
22202254,17.940022
21941491,17.906199
9824369,17.853527
11459275,17.79417
18086988,17.717209
20874414,17.70835
20929294,17.69277
18470572,17.604618
8865450,17.58732
17460920,17.56746
18340481,17.498106
7754633,17.42221
10370687,17.334425
10204620,17.200249
12399067,17.125648
11753036,17.099388
15849467,17.045198
16557419,16.979662
18815848,16.968533
16948881,16.95042
17390184,16.928572
17357951,16.923628
15555006,16.920462
12086901,16.909714
12620915,16.865086
8020342,16.84464
7992414,16.84393
9443991,16.823208
21699431,16.811295
11265145,16.805847
11201005,16.80525
7501349,16.791574
10398903,16.695337
10769576,16.695004
14723004,16.622005
9974037,16.594152
16916385,16.5737
7648172,16.555805
18844905,16.55493
16357455,16.509604
10722025,16.494246
10878881,16.461727
12499739,16.389315
7187296,16.324432
10434454,16.310574
20533064,16.28038
21412118,16.27805
11216428,16.247942
22284762,16.192543
18333016,16.182814
11561607,16.17646
17066269,16.115082
20836340,16.110203
8903564,16.100044
15156319,16.098509
9577034,16.090244
15641551,16.081682
20474000,16.060913
17414054,16.052748
2562514,16.02626
18308214,15.979914
9378384,15.956777
16334801,15.943844
11077332,15.924538
18203934,15.845246
11320477,15.831079
19496369,15.829394
11822959,15.809216
19275857,15.790412
14749620,15.773457
12802660,15.772924
15245671,15.764048
19342003,15.756222
21232116,15.733378
15827795,15.686822
19107457,15.674293
22691182,15.6426525
19190102,15.630399
17398060,15.6090145
2964382,15.495537
12719870,15.488486
9101985,15.488394
20920707,15.46402
10959381,15.443501
22146176,15.439294
22160780,15.425011
12631451,15.41101
17533087,15.394555
22406586,15.38473
21188010,15.337376
15238890,15.252571
8252218,15.2451105
21128317,15.235798
15368117,15.231686
12732492,15.207196
11398209,15.149588
16753101,15.126731
2953291,15.102232
18084953,15.072708
22542065,15.052829
15574147,15.016403
10803831,14.9605055
12963650,14.910698
9198560,14.908527
15449162,14.876421
14614198,14.852303
11392423,14.827844
21940382,14.795122
11984658,14.776461
16138769,14.764446
15596174,14.735937
11692932,14.708726
16846514,14.684649
7970057,14.679212
6328763,14.675278
9860470,14.613142
17369679,14.5919
18053842,14.549982
12397771,14.533204
18376299,14.454158
9577033,14.387123
16215483,14.345109
8559967,14.331975
11735170,14.309103
9337161,14.251879
21088915,14.186975
18781364,14.18675
16253900,14.17247
22458522,14.162811
17387568,14.132379
3076313,14.121918
12757155,14.089501
21929674,14.087515
11242914,14.0593605
14961759,14.05678
9143059,14.056534
17334720,14.055084
10407947,14.024672
8081931,14.009624
10925972,13.995234
9527057,13.969443
12457215,13.967414
22202377,13.964453
16933163,13.907793
9287993,13.904238
9756022,13.900185
15898908,13.889066
11083210,13.875673
12541045,13.875153
22202411,13.830933
22288063,13.824823
17013451,13.804558
11964081,13.755084
18855060,13.75473
20187465,13.708038
15821930,13.705068
20734080,13.679216
150363,13.647632
12397715,13.64308
8526444,13.623421
18825460,13.606464
10235083,13.590305
11260101,13.582515
19392847,13.546905
16822641,13.525114
14625744,13.512808
10567808,13.499977
16720306,13.487159
11912682,13.463919
20362787,13.446003
11822010,13.426704
17388828,13.413796
17705715,13.399076
20843350,13.359632
15744592,13.346684
9353438,13.335219
11206832,13.293438
15466080,13.281184
9565114,13.2712
21186005,13.267183
9649039,13.234667
19193661,13.197745
10457331,13.166982
17701250,13.088684
21249527,13.08848
16552379,13.078414
22096701,13.076457
17530280,13.025993
2970682,13.001524
21080088,12.997921
16421713,12.974705
12534385,12.95032
17879123,12.945249
15179833,12.944113
21034909,12.9243765
17728711,12.876108
21929889,12.866903
19636494,12.865212
22832801,12.850691
20054581,12.840213
7508432,12.830038
7349801,12.828227
20857140,12.821797
18548310,12.816155
11020907,12.799746
12399855,12.797523
10872981,12.787392
6227135,12.749872
21341364,12.7322235
19806300,12.71874
11051191,12.708053
8181405,12.685466
18949512,12.683093
19522422,12.673137
19462202,12.63594
22572620,12.623152
22127534,12.622564
21688462,12.614096
14579851,12.595785
21822555,12.472139
19556903,12.453834
10436804,12.419985
8356386,12.41848
11420845,12.410807
22941685,12.398287
17484008,12.396633
16511579,12.382185
6225692,12.347683
9988872,12.326022
18586666,12.318718
8768087,12.277403
9752472,12.271919
11685926,12.248416
10027353,12.207393
12434099,12.189377
10436810,12.186546
17629995,12.182963
8611126,12.178244
15019845,12.136395
15959710,12.132741
12960797,12.104299
10816633,12.102566
12048629,12.097674
159231,12.073814
8994980,12.052671
11511878,12.023494
9282269,12.013856
143788,12.003333
16882434,11.96843
9843227,11.933006
20432820,11.929149
9133147,11.923161
17023985,11.922674
22874714,11.878013
18360984,11.874168
18274843,11.857877
10633143,11.835537
11992807,11.832418
11997831,11.817875
16671064,11.754116
18351358,11.751583
12907136,11.745121
17906909,11.741655
8535636,11.729574
21129523,11.610153
19789929,11.602204
8781934,11.601015
22648612,11.574839
7952443,11.558643
14963788,11.558643
22825652,11.532831
18333201,11.528067
15115015,11.523497
22925292,11.513833
18720776,11.492895
9497884,11.440775
9408401,11.439514
12955450,11.344757
19640520,11.342246
10556439,11.339567
20840402,11.330682
15703589,11.311393
12164560,11.297873
19688686,11.295947
9840091,11.28183
20805947,11.240781
12140620,11.234932
20547445,11.232151
8546050,11.203385
19620816,11.1932335
1766177,11.191578
7560834,11.190842
12080272,11.185106
15773210,11.172061
