pid,score
22986769,30.602964
21480112,29.970882
15776094,29.709406
16708711,29.470455
11323761,29.020905
16014210,29.004314
11490809,28.72681
10962913,28.259476
18719863,27.114958
12828051,27.106733
18070008,26.737068
18000708,26.581165
15769435,26.498539
17122614,26.230696
18286684,25.286732
17708246,25.160435
16378295,24.934298
11148990,24.790298
17462309,24.688776
19602822,24.577534
16718834,24.533298
22294831,24.445093
10833912,24.376303
17320775,24.272314
22774544,24.23055
18049172,24.200794
19696552,24.074566
9772049,23.837355
22104483,23.812056
19094622,23.74019
10401068,23.591267
19598305,23.586615
15094448,23.414137
15756920,23.402044
16544067,23.386885
17519841,23.366587
12118956,23.297997
18303789,23.17661
11873102,23.15181
15060457,23.120693
19960559,23.110466
20135172,23.07903
22779000,22.855822
11802182,22.835615
17923183,22.825882
18286679,22.74972
22303634,22.73915
10650107,22.633425
16544073,22.494614
9869719,22.418308
12779073,22.40298
18705282,22.391169
22406001,22.324804
10401133,22.320225
12828047,22.318436
15362577,22.27335
15642297,22.244656
12520573,22.223307
19275859,22.020441
17127190,22.01831
9782014,21.947414
10980938,21.923597
17102039,21.82435
15816438,21.803997
9342565,21.783625
10835970,21.674736
16810595,21.673765
21847603,21.570944
9860413,21.539347
16021379,21.51119
16241096,21.434515
15837409,21.395346
17344723,21.350857
15621999,21.334272
16957653,21.284874
22911215,21.279217
12211754,21.26638
15759179,21.215828
19629686,21.16354
18321943,21.14458
12677272,21.127949
22236538,21.111914
14971818,21.068775
22234760,21.056301
20651588,21.047703
17703081,20.993309
19238062,20.919315
11020849,20.888851
17560190,20.848642
10505997,20.847572
15615951,20.796091
12653053,20.794262
19020461,20.754822
18333067,20.708118
16263021,20.696144
14571708,20.68849
10718385,20.59762
10816405,20.590782
15477926,20.562977
15965778,20.528189
8781996,20.517864
11513174,20.46692
11928029,20.461853
16240138,20.414005
9356639,20.298681
15578292,20.284773
15741017,20.280006
11500611,20.274124
9862837,20.254562
19266258,20.242495
22149906,20.230846
11323760,20.224909
21953240,20.22166
14616559,20.218191
18373456,20.187927
14646580,20.13615
16691174,20.127691
11474321,20.049168
11083218,20.043823
9201467,20.030046
9243125,19.997654
9171788,19.889544
16424987,19.883606
22851142,19.874054
21159587,19.869667
8424239,19.824085
16241087,19.814978
10759196,19.81121
10575520,19.757647
16785198,19.75506
17690046,19.754753
12100618,19.675453
14962656,19.64309
22408355,19.594715
1416674,19.568073
3219541,19.530596
16933163,19.51344
11272217,19.5035
18176982,19.484571
21654293,19.481752
20533607,19.470373
8966289,19.457272
17342562,19.426983
9888399,19.423965
14528204,19.418299
8682464,19.412
11205644,19.410402
11100315,19.321362
11757540,19.274908
9799141,19.264664
11420481,19.2582
20935401,19.219585
9734515,19.208172
7763171,19.199413
16608629,19.191456
21656070,19.178696
18206819,19.170837
22925219,19.163849
10917116,19.15987
20871198,19.15217
1299164,19.149422
15864842,19.13379
12637802,19.133215
17604484,19.13176
11084424,19.121609
9468423,19.109507
11116362,19.103344
10408661,19.068577
8509045,19.053864
11966585,19.035555
17011262,19.014563
1452084,18.990505
1533759,18.984922
8692339,18.9849
15966190,18.983822
10457316,18.91606
9194289,18.908195
21092433,18.878807
10213947,18.877247
11323764,18.857738
11158640,18.826973
12647907,18.807268
11596888,18.773304
14986224,18.760355
20844893,18.745104
20335441,18.740257
12613326,18.708197
14607638,18.666037
9462374,18.653965
9807571,18.618834
21533521,18.609587
11865374,18.595585
10631357,18.594828
9247246,18.592352
15191223,18.590155
18333127,18.566792
14973757,18.56108
18769807,18.538984
8453123,18.538786
8701836,18.517424
16444379,18.502256
21528058,18.492632
15769434,18.489624
15202050,18.486206
7827374,18.478626
18989141,18.449028
10971424,18.437216
17635465,18.436872
2557816,18.426882
19214892,18.425474
10512106,18.422392
15520917,18.422155
14627523,18.420118
18172993,18.416933
7701905,18.4123
20653072,18.41143
15470540,18.410263
16479416,18.387371
19243270,18.373682
576886,18.362844
7583969,18.350641
10361843,18.334484
12618941,18.325134
12118957,18.314821
10467644,18.265474
10901953,18.251392
15865113,18.241812
14765312,18.235811
19084990,18.23413
8273853,18.211567
20026896,18.208643
10392249,18.207935
9128312,18.197845
11693323,18.197817
12080880,18.19506
17645462,18.176685
11462888,18.170244
17478348,18.166222
12002293,18.159359
8447135,18.154297
22366559,18.14423
11775729,18.139147
1344571,18.115461
22487412,18.104853
15106707,18.10333
2148443,18.102005
9722013,18.089064
3448047,18.071548
9448187,18.065798
17219063,18.063694
16625577,18.052013
11972195,18.037025
7668467,18.028582
10323165,17.994188
17484642,17.993622
9240949,17.980215
18613360,17.975582
15730941,17.973614
19908340,17.951298
8010903,17.948944
8677682,17.948883
11825544,17.946003
8453125,17.927958
9685549,17.91588
11020848,17.911211
21210994,17.904434
18460846,17.896769
6510367,17.886822
19779946,17.878605
8147369,17.83165
8948038,17.82742
18524063,17.810942
9531120,17.797443
10401134,17.780752
11256798,17.770033
12140619,17.761372
6431543,17.75789
11236342,17.734673
22476121,17.720732
17511921,17.702818
14682203,17.701084
17211694,17.699718
12929051,17.697258
17391625,17.69232
19554369,17.688673
7919507,17.683357
8297296,17.679941
2672789,17.679564
8338284,17.67821
8079931,17.66434
10715058,17.66376
7866610,17.662544
11588771,17.612709
9169700,17.593494
18493421,17.58711
17894658,17.570576
16784031,17.560822
8191268,17.547514
8480891,17.543745
19367429,17.528147
7698707,17.525692
8858321,17.514288
8966501,17.496315
14585240,17.491192
6587552,17.483017
8696993,17.481182
8443724,17.44916
10586020,17.447922
9309887,17.443768
12592428,17.443491
8063230,17.441738
9854199,17.436054
16927915,17.425268
6387872,17.424133
14971819,17.42259
17701853,17.420815
8202676,17.40925
8781918,17.381134
18333096,17.36927
16921307,17.368452
16760546,17.357656
9377521,17.348166
21216332,17.339966
8489389,17.315922
17586956,17.31378
17874159,17.294685
12811312,17.290455
9448403,17.2811
22476872,17.271858
19858606,17.263472
9072786,17.247421
2595522,17.243137
2648614,17.241226
11059927,17.233343
8836715,17.228235
16858527,17.227558
8759562,17.225082
22283519,17.220556
2310236,17.198608
14530225,17.181505
9847625,17.177252
2657861,17.167233
8362829,17.159288
15061295,17.15006
14571709,17.13979
21830373,17.139664
8261270,17.134993
22476120,17.133945
15809785,17.118942
18704891,17.11791
11155470,17.110292
9826137,17.105734
9412943,17.101183
10901920,17.095938
3337970,17.085373
17943379,17.071552
12471732,17.068342
8498912,17.053493
12004991,17.043613
8363481,17.029604
20861801,17.029074
20177943,17.019339
3268075,17.018288
12137159,17.013151
22044514,17.008545
16086710,16.989735
9076619,16.982216
20590776,16.962887
18403152,16.95106
11381417,16.943121
12802658,16.934958
16282958,16.932148
18253063,16.92618
17127192,16.917208
11972226,16.895752
12173082,16.89459
16365816,16.891632
3888476,16.821796
18416346,16.815578
3529380,16.813059
20351507,16.805191
21418830,16.79874
16332496,16.798197
7605962,16.776361
6344404,16.775192
10766459,16.754227
12534415,16.751844
19415394,16.749882
17345003,16.737082
15011827,16.73594
2535443,16.730656
7568807,16.730343
7474405,16.719372
7261939,16.700287
7731468,16.680346
2263999,16.654518
3548329,16.650633
9160201,16.649235
22764460,16.648432
9876701,16.647367
15205751,16.640476
11951135,16.633879
8366602,16.626799
11148992,16.626698
2032109,16.602821
15095079,16.601963
20932377,16.590664
8695735,16.586779
8443670,16.586752
9290267,16.566305
10228804,16.563154
9030469,16.560116
16941091,16.558409
18332604,16.554028
11158641,16.528122
1546005,16.528093
8293896,16.527729
18554235,16.527279
21983892,16.524721
20688606,16.515007
18203306,16.513086
1992634,16.508482
21082905,16.508482
8261824,16.501698
3731519,16.500553
16865160,16.498043
11443475,16.497757
22273316,16.49748
10903685,16.496742
8024448,16.485703
10063706,16.483328
17418062,16.482903
15285554,16.478718
10401071,16.477304
10668871,16.477083
16177010,16.473112
18842501,16.459991
15621138,16.459642
